PURCH_ORDER,SUPPLIER_ORIGIN,CURRENCY
B0114103,,GBP
B0114104,,GBP
B0114105,Germany,EUR
B0114106,,GBP
B0114107,,GBP
B0114108,,GBP
B0114109,,GBP
B0114110,,GBP
B0114111,,GBP
B0114112,Germany,EUR
B0114113,,GBP
B0114114,,GBP
B0114115,,GBP
B0114116,,GBP
B0114117,,GBP
B0114118,,GBP
B0114119,,GBP
B0114120,,GBP
B0114121,,GBP
B0114122,,GBP
B0114123,Germany,EUR
B0114124,Germany,EUR
B0114125,,GBP
B0114126,,GBP
B0114127,,GBP
B0114128,,GBP
B0114129,Germany,EUR
B0114130,Germany,EUR
B0114131,Germany,EUR
B0114132,,GBP
B0114133,,GBP
B0114138,Germany,EUR
B0114139,Germany,EUR
B0114146,Germany,EUR
B0114134,Germany,EUR
B0114135,Germany,EUR
B0114136,Germany,EUR
B0114137,Germany,EUR
B0114140,,GBP
B0114141,,GBP
B0114142,,GBP
B0114143,,GBP
B0114144,Germany,EUR
B0114145,Germany,EUR
B0114147,Germany,EUR
B0114148,Germany,EUR
B0114149,,ZAR
B0114150,Germany,EUR
B0114151,Germany,EUR
B0114152,,GBP
B0114153,Germany,EUR
B0114154,Germany,EUR
B0114155,Germany,EUR
B0114156,Germany,EUR
B0114157,Germany,EUR
B0114158,Germany,EUR
B0114159,Germany,EUR
B0114160,Germany,EUR
B0114161,Germany,EUR
B0114162,,GBP
B0114163,Germany,EUR
B0114164,,GBP
B0114165,Germany,EUR
B0114166,,GBP
B0114167,,GBP
B0114168,,GBP
B0114169,Germany,EUR
B0114175,,GBP
B0114176,,GBP
B0114177,,GBP
B0114170,Germany,EUR
B0114171,Germany,EUR
B0114172,Germany,EUR
B0114173,Germany,EUR
B0114174,Germany,EUR
B0114178,Germany,EUR
B0114179,Germany,EUR
B0114180,Germany,EUR
B0114181,Germany,EUR
B0114182,,GBP
B0114183,Germany,EUR
B0114184,,GBP
B0114185,,GBP
B0114186,,GBP
B0114187,,GBP
B0114188,,GBP
B0114189,,GBP
B0114190,,GBP
B0114191,,GBP
B0114192,Sweden,SEK
B0114193,Sweden,SEK
B0114194,Germany,EUR
B0114195,,GBP
B0114196,,GBP
B0114197,,GBP
B0114198,,GBP
B0114199,,GBP
B0114200,Germany,EUR
B0114201,Germany,EUR
B0114202,,GBP
B0114203,Germany,EUR
B0114204,Germany,EUR
B0114205,Germany,EUR
B0114206,Germany,EUR
B0114207,Germany,EUR
B0114208,Germany,EUR
B0114209,Germany,EUR
B0114210,Germany,EUR
B0114211,Germany,EUR
B0114212,Germany,EUR
B0114213,Germany,EUR
B0114214,Germany,EUR
B0114215,,GBP
B0114216,,GBP
B0114217,,GBP
B0114218,,GBP
B0114219,,GBP
B0114220,,GBP
B0114221,,GBP
B0114222,,GBP
B0114223,,GBP
B0114224,,GBP
B0114225,,GBP
B0114226,,GBP
B0114227,Germany,EUR
B0114228,,GBP
B0114230,,GBP
B0114231,,GBP
B0114232,,GBP
B0114229,,GBP
B0114233,,GBP
B0114234,,GBP
B0114235,,GBP
B0114236,Germany,EUR
B0114237,Germany,EUR
B0114238,,GBP
B0114239,,GBP
B0114240,,GBP
B0114241,,GBP
B0114242,,GBP
B0114243,,GBP
B0114244,,GBP
B0114245,,GBP
B0114246,,GBP
B0114294,,GBP
B0114295,,GBP
B0114247,,GBP
B0114248,,GBP
B0114249,,GBP
B0114250,,GBP
B0114251,UK,
B0114252,UK,
B0114253,UK,
B0114254,UK,
B0114255,UK,
B0114256,UK,
B0114257,UK,
B0114258,UK,
B0114259,,GBP
B0114260,,GBP
B0114261,,GBP
B0114262,,GBP
B0114263,,GBP
B0114289,,GBP
B0114292,,GBP
B0114293,,GBP
B0114264,,GBP
B0114265,,GBP
B0114266,Germany,EUR
B0114267,Germany,EUR
B0114268,Germany,EUR
B0114269,Germany,EUR
B0114270,Germany,EUR
B0114271,Germany,EUR
B0114272,Germany,EUR
B0114273,Germany,EUR
B0114274,Germany,EUR
B0114275,Germany,EUR
B0114276,Germany,EUR
B0114277,Germany,EUR
B0114278,Germany,EUR
B0114298,,GBP
B0114299,,GBP
B0114300,,GBP
B0114301,,GBP
B0114279,Germany,EUR
B0114280,Germany,EUR
B0114281,Germany,EUR
B0114282,Germany,EUR
B0114283,Germany,EUR
B0114284,Germany,EUR
B0114285,Germany,EUR
B0114286,Germany,EUR
B0114287,Germany,EUR
B0114288,,GBP
B0114290,,GBP
B0114291,,GBP
B0114296,,GBP
B0114297,,GBP
B0114302,,GBP
B0114303,,GBP
B0114304,,GBP
B0114305,,GBP
B0114306,,GBP
B0114307,,GBP
B0114308,,GBP
B0114309,,GBP
B0114310,,GBP
B0114311,,GBP
B0114312,,GBP
B0114313,,GBP
B0114314,,GBP
B0114315,,GBP
B0114316,,GBP
B0114317,,GBP
B0114318,,GBP
B0114319,,GBP
B0114320,,GBP
B0114321,,GBP
B0114322,,GBP
B0114324,,GBP
B0114325,,GBP
B0114328,,GBP
B0114323,,GBP
B0114326,,GBP
B0114327,,GBP
B0114329,,GBP
B0114330,,GBP
B0114331,,GBP
B0114332,,GBP
B0114333,,GBP
B0114334,,GBP
B0114335,,GBP
B0114336,,GBP
B0114337,,GBP
B0114338,,GBP
B0114339,,GBP
B0114340,,GBP
B0114341,,GBP
B0114342,,GBP
B0114343,,GBP
B0114344,,GBP
B0114345,,GBP
B0114346,,GBP
B0114347,,GBP
B0114348,,GBP
B0114349,,GBP
B0114350,,GBP
B0114351,Germany,EUR
B0114352,,GBP
B0114353,,GBP
B0114354,,GBP
B0114355,,GBP
B0114356,,GBP
B0114357,,GBP
B0114358,,GBP
B0114359,,GBP
B0114360,Germany,EUR
B0114361,,GBP
B0114376,,GBP
B0114377,,GBP
B0114379,Germany,EUR
B0114362,Germany,EUR
B0114363,Germany,EUR
B0114364,Germany,EUR
B0114365,Germany,EUR
B0114366,Germany,EUR
B0114367,Germany,EUR
B0114368,,GBP
B0114369,,GBP
B0114370,Germany,EUR
B0114371,,GBP
B0114372,Germany,EUR
B0114373,Germany,EUR
B0114374,Germany,EUR
B0114375,,GBP
B0114409,,GBP
B0114410,,GBP
B0114411,,GBP
B0114412,Sweden,SEK
B0114378,Germany,EUR
B0114380,,GBP
B0114381,,GBP
B0114382,,GBP
B0114383,,GBP
B0114384,,GBP
B0114385,,GBP
B0114386,,GBP
B0114387,,GBP
B0114388,,GBP
B0114389,,GBP
B0114390,,GBP
B0114413,,GBP
B0114414,,GBP
B0114415,,GBP
B0114391,,GBP
B0114392,Germany,EUR
B0114393,Germany,EUR
B0114394,Germany,EUR
B0114395,Germany,EUR
B0114396,,GBP
B0114397,,GBP
B0114398,Germany,EUR
B0114399,Germany,EUR
B0114400,Germany,EUR
B0114401,Germany,EUR
B0114402,Germany,EUR
B0114403,Germany,EUR
B0114404,Germany,EUR
B0114405,Germany,EUR
B0114406,Germany,EUR
B0114407,Germany,EUR
B0114408,Germany,EUR
B0114416,,GBP
B0114417,Sweden,SEK
B0114418,Germany,EUR
B0114419,,GBP
B0114420,Germany,EUR
B0114421,Germany,EUR
B0114422,Germany,EUR
B0114423,,GBP
B0114424,,GBP
B0114425,,GBP
B0114426,,GBP
B0114427,,GBP
B0114428,,GBP
B0114429,,GBP
B0114430,,GBP
B0114431,,GBP
B0114432,,GBP
B0114433,,GBP
B0114434,,GBP
B0114435,,GBP
B0114436,,GBP
B0114437,,GBP
B0114438,,GBP
B0114439,,GBP
B0114440,,GBP
B0114441,,GBP
B0114442,,GBP
B0114443,,GBP
B0114444,,GBP
B0114445,,GBP
B0114446,,GBP
B0114447,,GBP
B0114448,,GBP
B0114449,,GBP
B0114450,,GBP
B0114451,Germany,EUR
B0114452,,GBP
B0114453,,GBP
B0114455,,GBP
B0114456,,GBP
B0114457,,GBP
B0114461,Germany,EUR
B0114454,,GBP
B0114458,Germany,EUR
B0114459,Germany,EUR
B0114460,Germany,EUR
B0114462,Germany,EUR
B0114463,Germany,EUR
B0114464,Germany,EUR
B0114465,,GBP
B0114466,,GBP
B0114467,,GBP
B0114468,,GBP
B0114469,,GBP
B0114470,,GBP
B0114585,,GBP
B0114586,,GBP
B0114587,,GBP
B0114471,,GBP
B0114472,,GBP
B0114473,,GBP
B0114474,,GBP
B0114475,,GBP
B0114476,Germany,EUR
B0114477,Germany,EUR
B0114478,Germany,EUR
B0114479,,GBP
B0114480,Germany,EUR
B0114481,Germany,EUR
B0114482,Germany,EUR
B0114483,Germany,EUR
B0114484,Germany,EUR
B0114485,,GBP
B0114499,,GBP
B0114500,,GBP
B0114501,,GBP
B0114486,,GBP
B0114487,,GBP
B0114488,,GBP
B0114489,,GBP
B0114490,,GBP
B0114491,,GBP
B0114492,,GBP
B0114493,,GBP
B0114494,,GBP
B0114495,,GBP
B0114496,,GBP
B0114497,,GBP
B0114588,,GBP
B0114589,,GBP
B0114590,,GBP
B0114498,,GBP
B0114502,,GBP
B0114503,Germany,EUR
B0114504,Germany,EUR
B0114505,Germany,EUR
B0114506,Germany,EUR
B0114507,Germany,EUR
B0114508,Germany,EUR
B0114509,Germany,EUR
B0114510,Germany,EUR
B0114511,Germany,EUR
B0114512,Germany,EUR
B0114513,Germany,EUR
B0114514,Germany,EUR
B0114515,Germany,EUR
B0114591,,GBP
B0114592,,GBP
B0114593,,GBP
B0114516,Germany,EUR
B0114517,Germany,EUR
B0114518,Germany,EUR
B0114519,Germany,EUR
B0114520,Germany,EUR
B0114521,Germany,EUR
B0114522,Germany,EUR
B0114523,Germany,EUR
B0114524,Germany,EUR
B0114525,Germany,EUR
B0114526,Germany,EUR
B0114527,Germany,EUR
B0114528,Germany,EUR
B0114529,Germany,EUR
B0114530,Germany,EUR
B0114531,Germany,EUR
B0114565,,GBP
B0114566,,GBP
B0114584,,GBP
B0114532,Germany,EUR
B0114533,Germany,EUR
B0114534,Germany,EUR
B0114535,Germany,EUR
B0114536,Germany,EUR
B0114537,Germany,EUR
B0114538,Germany,EUR
B0114539,Germany,EUR
B0114540,Germany,EUR
B0114541,Germany,EUR
B0114542,Germany,EUR
B0114543,Germany,EUR
B0114544,,GBP
B0114545,,GBP
B0114546,,GBP
B0114594,,GBP
B0114595,,GBP
B0114596,,GBP
B0114547,,GBP
B0114548,,GBP
B0114549,,GBP
B0114550,,GBP
B0114551,,GBP
B0114552,,GBP
B0114553,,GBP
B0114554,,GBP
B0114555,,GBP
B0114556,,GBP
B0114557,,GBP
B0114558,,GBP
B0114597,,GBP
B0114600,Germany,EUR
B0114601,,GBP
B0114602,,GBP
B0114559,,GBP
B0114560,,GBP
B0114561,,GBP
B0114562,,GBP
B0114563,,GBP
B0114564,,GBP
B0114567,UK,
B0114568,UK,
B0114569,UK,
B0114570,UK,
B0114571,UK,
B0114572,UK,
B0114573,UK,
B0114574,UK,
B0114603,,GBP
B0114605,,GBP
B0114606,,GBP
B0114575,UK,
B0114576,UK,
B0114577,UK,
B0114578,UK,
B0114579,UK,
B0114580,UK,
B0114581,UK,
B0114582,,GBP
B0114583,,GBP
B0114598,,GBP
B0114599,,GBP
B0114604,Germany,EUR
B0114607,USA,USD
B0114608,USA,USD
B0114609,Germany,EUR
B0114612,,GBP
B0114621,,GBP
B0114622,USA,USD
B0114623,USA,USD
B0114624,Germany,EUR
B0114625,Germany,EUR
B0114626,UK,
B0114627,UK,
B0114628,,GBP
B0114629,,GBP
B0114630,,GBP
B0114631,Germany,EUR
B0114632,Germany,EUR
B0114633,Germany,EUR
B0114634,Germany,EUR
B0114635,Germany,EUR
B0114649,Germany,EUR
B0114650,Germany,EUR
B0114651,Germany,EUR
B0114636,Germany,EUR
B0114637,Germany,EUR
B0114638,Germany,EUR
B0114639,Germany,EUR
B0114640,Germany,EUR
B0114641,Germany,EUR
B0114642,Germany,EUR
B0114643,Germany,EUR
B0114644,Germany,EUR
B0114645,Germany,EUR
B0114646,Germany,EUR
B0114652,Germany,EUR
B0114653,Germany,EUR
B0114654,Germany,EUR
B0114647,Germany,EUR
B0114648,Germany,EUR
B0114655,,GBP
B0114656,,GBP
B0114657,,GBP
B0114658,,GBP
B0114659,Germany,EUR
B0114660,Germany,EUR
B0114661,Germany,EUR
B0114662,Germany,EUR
B0114663,Germany,EUR
B0114664,Germany,EUR
B0114665,Germany,EUR
B0114666,Germany,EUR
B0114667,Germany,EUR
B0114668,Germany,EUR
B0114669,Germany,EUR
B0114670,Germany,EUR
B0114671,,GBP
B0114672,,GBP
B0114673,,GBP
B0114674,,GBP
B0114675,,GBP
B0114676,,GBP
B0114677,,GBP
B0114678,,GBP
B0114679,,GBP
B0114680,Germany,EUR
B0114681,,GBP
B0114682,,GBP
B0114683,,GBP
B0114684,,GBP
B0114685,,GBP
B0114686,,GBP
B0114687,,GBP
B0114688,,GBP
B0114689,,GBP
B0114690,,GBP
B0114691,,GBP
B0114692,,GBP
B0114693,,GBP
B0114694,,GBP
B0114695,,GBP
B0114696,,GBP
B0114697,,GBP
B0114698,,GBP
B0114699,,GBP
B0114700,,GBP
B0114701,,GBP
B0114702,,GBP
B0114703,,GBP
B0114704,,GBP
B0114705,Germany,EUR
B0114706,,GBP
B0114707,,GBP
B0114708,,GBP
B0114709,,GBP
B0114710,,GBP
B0114711,,GBP
B0114712,Germany,EUR
B0114713,Japan,JPY
B0114714,Japan,JPY
B0114715,,GBP
B0114716,,GBP
B0114717,,GBP
B0114718,,GBP
B0114719,,GBP
B0114720,,GBP
B0114721,,GBP
B0114722,,GBP
B0114723,Germany,EUR
B0114724,,GBP
B0114725,,GBP
B0114726,Germany,EUR
B0114727,Germany,EUR
B0114728,Germany,EUR
B0114729,Germany,EUR
B0114730,Germany,EUR
B0114731,,GBP
B0114732,,GBP
B0114733,,GBP
B0114734,,GBP
B0114735,,GBP
B0114736,,GBP
B0114737,,GBP
B0114738,,GBP
B0114739,,GBP
B0114740,,GBP
B0114741,,GBP
B0114742,,GBP
B0114743,,GBP
B0114744,,GBP
B0114745,,GBP
B0114746,,GBP
B0114747,,GBP
B0114748,,GBP
B0114749,,GBP
B0114750,,GBP
B0114751,,GBP
B0114764,,GBP
B0114765,,GBP
B0114766,,GBP
B0114767,,GBP
B0114752,,GBP
B0114753,,GBP
B0114754,,GBP
B0114755,,GBP
B0114756,,GBP
B0114757,,GBP
B0114758,,GBP
B0114759,,GBP
B0114760,,GBP
B0114761,,GBP
B0114762,,GBP
B0114763,,GBP
B0114768,,GBP
B0114769,,GBP
B0114770,,GBP
B0114771,,GBP
B0114772,,GBP
B0114773,,GBP
B0114774,Germany,EUR
B0114775,Germany,EUR
B0114776,Germany,EUR
B0114777,Germany,EUR
B0114778,Germany,EUR
B0114779,,GBP
B0114780,,GBP
B0114781,,GBP
B0114782,,GBP
B0114783,,GBP
B0114784,,GBP
B0114785,,GBP
B0114786,,GBP
B0114787,,GBP
B0114788,,GBP
B0114789,,GBP
B0114790,,GBP
B0114791,,GBP
B0114792,,GBP
B0114793,,GBP
B0114794,,GBP
B0114795,,GBP
B0114796,,GBP
B0114797,,GBP
B0114798,,GBP
B0114799,,GBP
B0114800,,GBP
B0114801,,GBP
B0114802,,GBP
B0114803,,GBP
B0114804,,GBP
B0114805,,GBP
B0114806,Germany,EUR
B0114807,Germany,EUR
B0114808,Germany,EUR
B0114809,Germany,EUR
B0114811,Germany,EUR
B0114812,Germany,EUR
B0114813,Germany,EUR
B0114810,Germany,EUR
B0114814,Germany,EUR
B0114815,Germany,EUR
B0114816,Germany,EUR
B0114817,Germany,EUR
B0114818,,GBP
B0114819,,GBP
B0114820,Germany,EUR
B0114821,,GBP
B0114822,USA,USD
B0114823,Germany,EUR
B0114824,Germany,EUR
B0114825,Germany,EUR
B0114826,Germany,EUR
B0114827,Germany,EUR
B0114828,Germany,EUR
B0114849,,GBP
B0114850,,GBP
B0114851,,GBP
B0114829,Germany,EUR
B0114830,Germany,EUR
B0114831,Germany,EUR
B0114832,Germany,EUR
B0114833,,GBP
B0114834,,GBP
B0114835,,GBP
B0114836,,GBP
B0114837,,GBP
B0114838,,GBP
B0114839,,GBP
B0114840,,GBP
B0114841,,GBP
B0114842,,GBP
B0114843,,GBP
B0114844,,GBP
B0114846,UK,
B0114847,Germany,EUR
B0114848,,GBP
B0114845,,GBP
B0114852,,GBP
B0114853,,GBP
B0114854,,GBP
B0114855,,GBP
B0114856,Germany,EUR
B0114857,,GBP
B0114858,,GBP
B0114859,,GBP
B0114860,,GBP
B0114861,,GBP
B0114862,,GBP
B0114863,,GBP
B0114864,,GBP
B0114865,Germany,EUR
B0114866,Germany,EUR
B0114867,,GBP
B0114868,,GBP
B0114869,,GBP
B0114870,,GBP
B0114871,Germany,EUR
B0114872,Germany,EUR
B0114873,Germany,EUR
B0114874,Germany,EUR
B0114875,Germany,EUR
B0114876,Germany,EUR
B0114877,Germany,EUR
B0114878,Germany,EUR
B0114879,Germany,EUR
B0114880,Germany,EUR
B0114881,Germany,EUR
B0114882,Germany,EUR
B0114883,Germany,EUR
B0114884,Germany,EUR
B0114885,Germany,EUR
B0114886,Germany,EUR
B0114887,,GBP
B0114888,,GBP
B0114890,Germany,EUR
B0114898,,GBP
B0114889,Germany,EUR
B0114891,,GBP
B0114892,,GBP
B0114893,,GBP
B0114894,,GBP
B0114895,,GBP
B0114896,Germany,EUR
B0114897,Germany,EUR
B0114899,,GBP
B0114900,,GBP
B0114901,,GBP
B0114902,Germany,EUR
B0114903,Germany,EUR
B0114904,Germany,EUR
B0114930,,GBP
B0114931,,GBP
B0114935,,GBP
B0114905,Germany,EUR
B0114906,Germany,EUR
B0114907,Germany,EUR
B0114908,Germany,EUR
B0114909,,GBP
B0114910,,GBP
B0114911,,GBP
B0114912,,GBP
B0114913,,GBP
B0114914,,GBP
B0114915,,GBP
B0114916,,GBP
B0114917,Germany,EUR
B0114927,Germany,EUR
B0114929,,GBP
B0114918,,GBP
B0114919,,GBP
B0114920,,GBP
B0114921,,GBP
B0114922,,GBP
B0114923,,GBP
B0114924,,GBP
B0114925,,GBP
B0114926,,GBP
B0114928,,GBP
B0114932,,GBP
B0114933,Germany,EUR
B0114934,Germany,EUR
B0114936,,GBP
B0114937,,GBP
B0114938,,GBP
B0114939,,GBP
B0114940,,GBP
B0114941,Germany,EUR
B0114942,,GBP
B0114943,,GBP
B0114944,Germany,EUR
B0114945,Germany,EUR
B0114946,,GBP
B0114947,,GBP
B0114948,,GBP
B0114949,,GBP
B0114950,,GBP
B0114951,,GBP
B0114952,,GBP
B0114953,,GBP
B0114954,,GBP
B0114955,,GBP
B0114956,Germany,EUR
B0114957,,GBP
B0114958,,GBP
B0114960,,GBP
B0114959,,GBP
B0114961,,GBP
B0114962,,GBP
B0114963,Germany,EUR
B0114964,Germany,EUR
B0114965,Germany,EUR
B0114966,,GBP
B0114967,,GBP
B0114968,,GBP
B0114969,,GBP
B0114970,,GBP
B0114971,,GBP
B0114972,,GBP
B0114973,,GBP
B0114974,,GBP
B0114975,,GBP
B0114976,,GBP
B0114977,,GBP
B0114978,Germany,EUR
B0114979,Germany,EUR
B0114980,Germany,EUR
B0114981,Germany,EUR
B0114982,Germany,EUR
B0114983,Germany,EUR
B0114984,Germany,EUR
B0114985,Germany,EUR
B0114986,Germany,EUR
B0114987,Germany,EUR
B0114988,Germany,EUR
B0114989,Germany,EUR
B0114990,Germany,EUR
B0114991,Germany,EUR
B0114992,Germany,EUR
B0114993,Germany,EUR
B0114994,Germany,EUR
B0114995,Germany,EUR
B0114996,,GBP
B0114997,Germany,EUR
B0114998,Germany,EUR
B0114999,,GBP
B0115000,Germany,EUR
B0115001,,GBP
B0115002,,GBP
B0115003,,GBP
B0115004,,GBP
B0115005,,GBP
B0115006,,GBP
B0115007,,GBP
B0115008,,GBP
B0115009,,GBP
B0115010,,GBP
B0115011,,GBP
B0115012,,GBP
B0115013,Germany,EUR
B0115014,Germany,EUR
B0115038,,GBP
B0115052,,GBP
B0115053,,GBP
B0115015,Germany,EUR
B0115016,Germany,EUR
B0115017,Germany,EUR
B0115018,Germany,EUR
B0115019,Germany,EUR
B0115020,Germany,EUR
B0115021,Germany,EUR
B0115022,Germany,EUR
B0115023,Germany,EUR
B0115024,Germany,EUR
B0115025,Germany,EUR
B0115026,Germany,EUR
B0115027,Germany,EUR
B0115028,Germany,EUR
B0115054,,GBP
B0115055,,GBP
B0115056,,GBP
B0115029,Germany,EUR
B0115030,Germany,EUR
B0115031,Germany,EUR
B0115032,Germany,EUR
B0115033,Germany,EUR
B0115034,Germany,EUR
B0115035,Germany,EUR
B0115036,Germany,EUR
B0115037,Germany,EUR
B0115039,Germany,EUR
B0115040,Germany,EUR
B0115041,Germany,EUR
B0115042,Germany,EUR
B0115043,Germany,EUR
B0115057,,GBP
B0115058,,GBP
B0115059,,GBP
B0115060,,GBP
B0115044,Germany,EUR
B0115045,Germany,EUR
B0115046,Germany,EUR
B0115047,Germany,EUR
B0115048,Germany,EUR
B0115049,Germany,EUR
B0115050,Germany,EUR
B0115051,Germany,EUR
B0115061,,GBP
B0115062,,GBP
B0115063,,GBP
B0115064,,GBP
B0115065,,GBP
B0115066,,GBP
B0115067,,GBP
B0115068,,GBP
B0115069,,GBP
B0115070,,GBP
B0115125,,GBP
B0115071,,GBP
B0115072,,GBP
B0115073,,GBP
B0115074,,GBP
B0115075,,GBP
B0115076,,GBP
B0115077,,GBP
B0115078,,GBP
B0115079,,GBP
B0115080,Germany,EUR
B0115081,Germany,EUR
B0115082,Germany,EUR
B0115083,Germany,EUR
B0115084,,GBP
B0115085,,GBP
B0115086,,GBP
B0115087,,GBP
B0115103,Germany,EUR
B0115104,Germany,EUR
B0115105,Germany,EUR
B0115088,,GBP
B0115089,,GBP
B0115090,,GBP
B0115091,,GBP
B0115092,,GBP
B0115093,,GBP
B0115094,,GBP
B0115095,,GBP
B0115096,,GBP
B0115097,,GBP
B0115098,,GBP
B0115099,,GBP
B0115100,,GBP
B0115106,Germany,EUR
B0115107,Germany,EUR
B0115111,,GBP
B0115101,,GBP
B0115102,,GBP
B0115108,,GBP
B0115109,,GBP
B0115110,,GBP
B0115112,,GBP
B0115113,,GBP
B0115114,,GBP
B0115115,,GBP
B0115116,,GBP
B0115117,,GBP
B0115118,,GBP
B0115119,,GBP
B0115120,,GBP
B0115121,,GBP
B0115122,,GBP
B0115123,,GBP
B0115124,,GBP
B0115126,,GBP
B0115127,,GBP
B0115128,,GBP
B0115129,,GBP
B0115130,,GBP
B0115131,,GBP
B0115132,,GBP
B0115133,,GBP
B0115134,,GBP
B0115135,,GBP
B0115136,,GBP
B0115137,,GBP
B0115138,,GBP
B0115139,,GBP
B0115140,Germany,EUR
B0115141,Germany,EUR
B0115142,Germany,EUR
B0115143,Germany,EUR
B0115144,Germany,EUR
B0115149,,GBP
B0115150,,GBP
B0115145,,GBP
B0115146,,GBP
B0115147,,GBP
B0115148,,GBP
B0115151,,GBP
B0115152,,GBP
B0115153,,GBP
B0115154,,GBP
B0115155,,GBP
B0115156,,GBP
B0115157,,GBP
B0115158,,GBP
B0115159,,GBP
B0115160,,GBP
B0115161,Germany,EUR
B0115162,Germany,EUR
B0115163,Germany,EUR
B0115186,,GBP
B0115164,,ZAR
B0115165,,GBP
B0115166,,GBP
B0115167,,GBP
B0115168,,GBP
B0115169,,GBP
B0115170,,GBP
B0115171,Germany,EUR
B0115172,Germany,EUR
B0115173,Germany,EUR
B0115174,Germany,EUR
B0115175,,GBP
B0115176,,GBP
B0115177,,GBP
B0115178,,GBP
B0115179,,GBP
B0115180,,GBP
B0115181,,GBP
B0115184,,GBP
B0115185,Germany,EUR
B0115182,,GBP
B0115183,,GBP
B0115187,,GBP
B0115188,Germany,EUR
B0115189,Germany,EUR
B0115190,Germany,EUR
B0115191,Germany,EUR
B0115192,,GBP
B0115193,Germany,EUR
B0115194,Germany,EUR
B0115195,,GBP
B0115196,Germany,EUR
B0115197,,GBP
B0115198,,GBP
B0115199,,GBP
B0115238,UK,
B0115239,UK,
B0115240,Germany,EUR
B0115200,,GBP
B0115201,,GBP
B0115202,,GBP
B0115203,,GBP
B0115204,,GBP
B0115205,,GBP
B0115206,,GBP
B0115207,Germany,EUR
B0115208,Germany,EUR
B0115209,,GBP
B0115210,,GBP
B0115211,,GBP
B0115212,,GBP
B0115213,,GBP
B0115214,,GBP
B0115215,Germany,EUR
B0115216,,GBP
B0115217,,GBP
B0115220,Germany,EUR
B0115226,Germany,EUR
B0115218,,GBP
B0115219,,GBP
B0115221,,GBP
B0115222,,GBP
B0115223,,GBP
B0115224,,GBP
B0115225,,GBP
B0115227,Germany,EUR
B0115228,,GBP
B0115229,,GBP
B0115230,,GBP
B0115231,,GBP
B0115232,,GBP
B0115233,,GBP
B0115234,UK,
B0115235,UK,
B0115236,UK,
B0115237,UK,
B0115241,Germany,EUR
B0115242,Germany,EUR
B0115243,Germany,EUR
B0115244,,GBP
B0115245,Germany,EUR
B0115246,Germany,EUR
B0115247,Germany,EUR
B0115248,Germany,EUR
B0115249,Germany,EUR
B0115250,,GBP
B0115251,,GBP
B0115252,,GBP
B0115253,,GBP
B0115254,,GBP
B0115255,,GBP
B0115256,,GBP
B0115257,,GBP
B0115258,,GBP
B0115259,,GBP
B0115260,,GBP
B0115261,,GBP
B0115262,,GBP
B0115263,,GBP
B0115264,Germany,EUR
B0115265,Germany,EUR
B0115266,,GBP
B0115267,,GBP
B0115268,,GBP
B0115269,,GBP
B0115270,,GBP
B0115271,Germany,EUR
B0115272,Germany,EUR
B0115273,Germany,EUR
B0115274,Germany,EUR
B0115276,,GBP
B0115277,,GBP
B0115278,,GBP
B0115275,Germany,EUR
B0115279,,GBP
B0115280,,GBP
B0115281,,GBP
B0115282,,GBP
B0115283,,GBP
B0115284,,GBP
B0115285,,GBP
B0115286,,GBP
B0115287,,GBP
B0115288,,GBP
B0115289,,GBP
B0115290,,GBP
B0115291,Germany,EUR
B0115292,Germany,EUR
B0115293,Germany,EUR
B0115294,Germany,EUR
B0115319,Germany,EUR
B0115320,Germany,EUR
B0115321,Germany,EUR
B0115295,,GBP
B0115296,,GBP
B0115297,Germany,EUR
B0115298,,GBP
B0115299,,GBP
B0115300,,GBP
B0115301,,GBP
B0115302,,GBP
B0115303,,GBP
B0115304,,GBP
B0115305,,GBP
B0115306,,GBP
B0115307,,GBP
B0115309,,GBP
B0115310,,GBP
B0115318,Germany,EUR
B0115308,,GBP
B0115311,Germany,EUR
B0115312,Germany,EUR
B0115313,Germany,EUR
B0115314,Germany,EUR
B0115315,,GBP
B0115316,,GBP
B0115317,,GBP
B0115322,,GBP
B0115323,Germany,EUR
B0115324,Germany,EUR
B0115325,Germany,EUR
B0115326,Germany,EUR
B0115327,Germany,EUR
B0115382,,GBP
B0115383,,GBP
B0115384,,GBP
B0115385,,GBP
B0115328,Germany,EUR
B0115329,Germany,EUR
B0115330,Germany,EUR
B0115331,Germany,EUR
B0115332,Germany,EUR
B0115333,Germany,EUR
B0115334,Germany,EUR
B0115335,Germany,EUR
B0115336,,GBP
B0115337,Germany,EUR
B0115338,Germany,EUR
B0115339,,GBP
B0115340,,GBP
B0115341,,GBP
B0115342,,GBP
B0115343,,GBP
B0115344,Germany,EUR
B0115345,Germany,EUR
B0115348,,GBP
B0115346,,GBP
B0115347,,GBP
B0115349,Germany,EUR
B0115350,Germany,EUR
B0115351,Germany,EUR
B0115352,Germany,EUR
B0115353,Germany,EUR
B0115354,Germany,EUR
B0115355,,GBP
B0115356,,GBP
B0115357,,GBP
B0115358,,GBP
B0115359,,GBP
B0115360,Germany,EUR
B0115361,Germany,EUR
B0115378,,GBP
B0115379,,GBP
B0115380,,GBP
B0115381,,GBP
B0115362,Germany,EUR
B0115363,Germany,EUR
B0115364,Germany,EUR
B0115365,Germany,EUR
B0115366,Germany,EUR
B0115367,Germany,EUR
