PURCH_ORDER,SUPPLIER_ORIGIN,CURRENCY
B0049671,UK,
B0049672,UK,
B0049673,UK,
B0049674,UK,
B0049675,UK,
B0049680,UK,
B0049681,UK,
B0049682,UK,
B0049683,UK,
B0049684,UK,
B0049685,UK,
B0049686,UK,
B0049687,UK,
B0049701,Germany,EUR
B0049702,Germany,EUR
B0049703,Germany,EUR
B0049688,UK,
B0049689,UK,
B0049690,UK,
B0049691,UK,
B0049704,Germany,EUR
B0049709,,ZAR
B0049710,,ZAR
B0049711,,ZAR
B0049712,,ZAR
B0049714,UK,
B0049732,UK,
B0049733,UK,
B0049734,UK,
B0049735,UK,
B0049737,UK,
B0049738,UK,
B0049739,UK,
B0049954,UK,
B0049958,UK,
B0049959,UK,
B0049740,Germany,EUR
B0049814,USA,USD
B0049815,USA,USD
B0049817,Germany,EUR
B0049818,UK,
B0049821,UK,
B0049822,UK,
B0049823,Germany,EUR
B0049826,Germany,EUR
B0049827,Germany,EUR
B0049832,UK,
B0049833,UK,
B0049834,UK,
B0049835,UK,
B0049836,UK,
B0049929,Germany,EUR
B0049952,UK,
B0049953,UK,
B0049837,UK,
B0049838,UK,
B0049839,UK,
B0049840,UK,
B0049841,UK,
B0049843,UK,
B0049844,UK,
B0049846,UK,
B0049847,UK,
B0049848,UK,
B0049849,UK,
B0049850,UK,
B0049851,UK,
B0049852,UK,
B0049853,UK,
B0049966,UK,
B0049967,UK,
B0049968,UK,
B0049854,UK,
B0049855,UK,
B0049856,UK,
B0049857,UK,
B0049858,UK,
B0049860,USA,USD
B0049864,UK,
B0049871,UK,
B0049878,UK,
B0049881,UK,
B0049882,UK,
B0049883,UK,
B0049884,UK,
B0049885,UK,
B0049886,UK,
B0049969,UK,
B0049971,UK,
B0049974,UK,
B0049887,UK,
B0049888,UK,
B0049889,UK,
B0049890,UK,
B0049894,UK,
B0049895,UK,
B0049896,UK,
B0049897,UK,
B0049900,UK,
B0049901,UK,
B0049908,UK,
B0049909,UK,
B0049910,UK,
B0049911,UK,
B0049941,UK,
B0049943,UK,
B0049976,UK,
B0049977,UK,
B0050000,UK,
B0049945,UK,
B0049948,UK,
B0049949,UK,
B0049950,UK,
B0049951,UK,
B0049956,UK,
B0049957,UK,
B0049982,UK,
B0049983,UK,
B0050011,UK,
B0050014,UK,
B0050015,UK,
B0050016,UK,
B0050017,UK,
B0050018,UK,
B0050019,UK,
B0050128,UK,
B0050129,UK,
B0050130,UK,
B0050020,UK,
B0050021,UK,
B0050022,UK,
B0050023,UK,
B0050025,UK,
B0050026,UK,
B0050028,UK,
B0050029,UK,
B0050030,UK,
B0050031,UK,
B0050032,UK,
B0050033,UK,
B0050034,UK,
B0050035,UK,
B0050036,UK,
B0050077,Germany,EUR
B0050078,Germany,EUR
B0050090,UK,
B0050037,UK,
B0050038,UK,
B0050039,UK,
B0050040,UK,
B0050044,UK,
B0050045,UK,
B0050046,UK,
B0050054,UK,
B0050055,UK,
B0050065,UK,
B0050066,UK,
B0050079,UK,
B0050080,UK,
B0050081,UK,
B0050082,UK,
B0050094,UK,
B0050097,UK,
B0050098,UK,
B0050083,UK,
B0050085,UK,
B0050086,UK,
B0050099,UK,
B0050100,UK,
B0050101,UK,
B0050103,UK,
B0050105,UK,
B0050107,UK,
B0050109,UK,
B0050113,UK,
B0050114,UK,
B0050115,UK,
B0050118,UK,
B0050120,UK,
B0050122,UK,
B0050124,UK,
B0050125,UK,
B0050126,UK,
B0050127,UK,
B0050131,UK,
B0050132,UK,
B0050133,UK,
B0050134,UK,
B0050135,UK,
B0050136,UK,
B0050139,UK,
B0050140,UK,
B0050141,UK,
B0050142,UK,
B0050143,UK,
B0050144,UK,
B0050145,UK,
B0050146,UK,
B0050149,UK,
B0050150,UK,
B0050151,UK,
B0050152,UK,
B0050153,UK,
B0050154,UK,
B0050155,UK,
B0050156,UK,
B0050157,UK,
B0050158,UK,
B0050159,UK,
B0050160,UK,
B0050161,UK,
B0050162,UK,
B0050163,UK,
B0050164,UK,
B0050165,UK,
B0050166,UK,
B0050167,UK,
B0050168,UK,
B0050169,UK,
B0050170,UK,
B0050171,UK,
B0050172,UK,
B0050173,UK,
B0050174,UK,
B0050175,UK,
B0050176,UK,
B0050177,UK,
B0050178,UK,
B0050179,UK,
B0050180,UK,
B0050181,UK,
B0050184,UK,
B0050185,UK,
B0050186,UK,
B0050187,UK,
B0050188,UK,
B0050189,UK,
B0050190,UK,
B0050191,UK,
B0050192,UK,
B0050193,UK,
B0050194,UK,
B0050195,UK,
B0050196,UK,
B0050197,UK,
B0050198,UK,
B0050199,UK,
B0050200,UK,
B0050201,UK,
B0050202,UK,
B0050203,UK,
B0050204,UK,
B0050205,UK,
B0050206,UK,
B0050207,UK,
B0050209,UK,
B0050210,UK,
B0050211,UK,
B0050212,UK,
B0050213,UK,
B0050214,UK,
B0050215,UK,
B0050216,UK,
B0050217,UK,
B0050218,UK,
B0050219,UK,
B0050220,UK,
B0050221,UK,
B0050222,UK,
B0050223,UK,
B0050224,UK,
B0050225,UK,
B0050226,UK,
B0050227,UK,
B0050228,UK,
B0050229,UK,
B0050230,UK,
B0050231,UK,
B0050232,UK,
B0050233,UK,
B0050234,UK,
B0050235,UK,
B0050236,UK,
B0050237,UK,
B0050238,UK,
B0050239,UK,
B0050240,UK,
B0050241,UK,
B0050242,UK,
B0050243,UK,
B0050244,UK,
B0050245,UK,
B0050246,UK,
B0050247,UK,
B0050248,UK,
B0050249,UK,
B0050250,UK,
B0050251,UK,
B0050252,UK,
B0050253,Germany,EUR
B0050254,Germany,EUR
B0050273,UK,
B0050321,UK,
B0050322,UK,
B0050267,Germany,EUR
B0050285,UK,
B0050289,Germany,EUR
B0050299,UK,
B0050300,UK,
B0050314,Germany,EUR
B0050315,Germany,EUR
B0050316,Germany,EUR
B0050317,Germany,EUR
B0050318,Germany,EUR
B0050319,Germany,EUR
B0050320,Germany,EUR
B0050328,UK,
B0050339,UK,
B0050340,UK,
B0050473,UK,
B0050478,UK,
B0050488,UK,
B0050342,UK,
B0050343,UK,
B0050346,UK,
B0050348,UK,
B0050352,UK,
B0050357,UK,
B0050394,,ZAR
B0050395,,ZAR
B0050402,UK,
B0050406,UK,
B0050407,UK,
B0050411,UK,
B0050420,UK,
B0050421,UK,
B0050436,UK,
B0050437,UK,
B0050445,UK,
B0050461,UK,
B0050462,UK,
B0050468,UK,
B0050446,UK,
B0050459,UK,
B0050460,UK,
B0050505,UK,
B0050506,UK,
B0050507,UK,
B0050513,UK,
B0050514,UK,
B0050524,UK,
B0050525,UK,
B0050526,UK,
B0050527,UK,
B0050530,UK,
B0050534,UK,
B0050535,UK,
B0050536,Germany,EUR
B0050537,Germany,EUR
B0050564,UK,
B0050565,UK,
B0050606,Germany,EUR
B0050607,Germany,EUR
B0050625,UK,
B0050628,UK,
B0050629,UK,
B0050630,UK,
B0050631,UK,
B0050639,Germany,EUR
B0050657,UK,
B0050659,UK,
B0050660,UK,
B0050662,UK,
B0050663,UK,
B0050664,UK,
B0050670,UK,
B0050671,UK,
B0050674,UK,
B0050675,UK,
B0050684,UK,
B0050689,Germany,EUR
B0050690,Germany,EUR
B0050691,Germany,EUR
B0050693,Germany,EUR
B0050694,Germany,EUR
B0050696,UK,
B0050732,UK,
B0050761,UK,
B0050762,UK,
B0050786,Germany,EUR
B0050787,Germany,EUR
B0050797,CZK,CZK
B0050798,UK,
B0050799,UK,
B0050810,UK,
B0050811,UK,
B0050812,UK,
B0050813,UK,
B0050822,UK,
B0050829,UK,
B0050842,UK,
B0050825,UK,
B0050826,UK,
B0050827,USA,USD
B0050843,UK,
B0050847,UK,
B0050848,UK,
B0050849,UK,
B0050850,UK,
B0050851,UK,
B0050852,UK,
B0050853,UK,
B0050854,UK,
B0050855,UK,
B0050856,UK,
B0050858,UK,
B0050938,UK,
B0050939,UK,
B0050940,UK,
B0050941,UK,
B0050859,UK,
B0050863,UK,
B0050864,UK,
B0050865,UK,
B0050866,UK,
B0050867,UK,
B0050868,UK,
B0050869,UK,
B0050870,UK,
B0050871,UK,
B0050872,UK,
B0050874,UK,
B0050875,UK,
B0050891,UK,
B0050892,UK,
B0050893,UK,
B0050928,UK,
B0050929,UK,
B0050934,UK,
B0050948,UK,
B0050949,UK,
B0050951,UK,
B0050952,UK,
B0050958,Germany,EUR
B0050968,UK,
B0050969,UK,
B0050977,UK,
B0050978,UK,
B0050981,USA,USD
B0050990,UK,
B0050991,UK,
B0050994,UK,
B0050995,UK,
B0050996,UK,
B0050997,UK,
B0051000,UK,
B0051001,UK,
B0051012,UK,
B0051006,UK,
B0051013,UK,
B0051014,UK,
B0051015,UK,
B0051022,UK,
B0051023,UK,
B0051030,UK,
B0051034,Germany,EUR
B0051054,Germany,EUR
B0051063,USA,USD
B0051064,USA,USD
B0051072,Germany,EUR
B0051075,Germany,EUR
B0051076,Germany,EUR
B0051077,Germany,EUR
B0051081,UK,
B0051149,UK,
B0051150,UK,
B0051151,UK,
B0051082,UK,
B0051092,UK,
B0051093,UK,
B0051094,UK,
B0051098,UK,
B0051099,UK,
B0051100,UK,
B0051101,UK,
B0051102,UK,
B0051103,UK,
B0051104,UK,
B0051105,UK,
B0051107,UK,
B0051108,UK,
B0051111,UK,
B0051118,UK,
B0051120,Germany,EUR
B0051145,UK,
B0051146,UK,
B0051147,UK,
B0051152,UK,
B0051153,UK,
B0051158,UK,
B0051159,UK,
B0051160,UK,
B0051161,UK,
B0051162,UK,
B0051163,UK,
B0051164,UK,
B0051165,UK,
B0051166,UK,
B0051167,UK,
B0051168,UK,
B0051169,UK,
B0051170,UK,
B0051171,UK,
B0051172,UK,
B0051173,UK,
B0051174,UK,
B0051175,UK,
B0051184,UK,
B0051185,UK,
B0051188,UK,
B0051195,UK,
B0051196,UK,
B0051197,UK,
B0051198,UK,
B0051199,UK,
B0051200,UK,
B0051201,UK,
B0051202,UK,
B0051203,UK,
B0051204,UK,
B0051206,UK,
B0051207,UK,
B0051208,UK,
B0051213,UK,
B0051219,UK,
B0051224,UK,
B0051225,UK,
B0051209,UK,
B0051210,UK,
B0051211,UK,
B0051214,UK,
B0051215,UK,
B0051220,UK,
B0051223,UK,
B0051227,UK,
B0051230,UK,
B0051231,UK,
B0051232,UK,
B0051233,UK,
B0051236,UK,
B0051237,UK,
B0051238,UK,
B0051239,UK,
B0051240,UK,
B0051244,UK,
B0051245,UK,
B0051246,UK,
B0051247,UK,
B0051248,UK,
B0051249,UK,
B0051250,UK,
B0051251,UK,
B0051252,UK,
B0051253,UK,
B0051255,UK,
B0051256,UK,
B0051258,UK,
B0051259,UK,
B0051260,UK,
B0051261,UK,
B0051265,UK,
B0051266,UK,
B0051267,UK,
B0051268,UK,
B0051269,UK,
B0051270,UK,
B0051271,UK,
B0051272,UK,
B0051274,UK,
B0051277,UK,
B0051278,UK,
B0051279,UK,
B0051280,UK,
B0051281,UK,
B0051282,UK,
B0051287,UK,
B0051289,UK,
B0051290,UK,
B0051291,UK,
B0051292,UK,
B0051293,UK,
B0051296,UK,
B0051297,Germany,EUR
B0051301,UK,
B0051303,UK,
B0051298,Germany,EUR
B0051299,UK,
B0051300,UK,
B0051302,UK,
B0051304,UK,
B0051305,UK,
B0051306,UK,
B0051307,UK,
B0051308,UK,
B0051309,UK,
B0051311,UK,
B0051312,UK,
B0051314,UK,
B0051316,UK,
B0051317,UK,
B0051318,UK,
B0051423,UK,
B0051720,,ZAR
B0051736,Germany,EUR
B0051319,UK,
B0051321,UK,
B0051322,UK,
B0051329,UK,
B0051330,UK,
B0051333,Germany,EUR
B0051334,Germany,EUR
B0051368,UK,
B0051369,UK,
B0051370,UK,
B0051371,UK,
B0051387,UK,
B0051388,UK,
B0051389,UK,
B0051394,UK,
B0051401,UK,
B0051402,UK,
B0051413,UK,
B0051458,UK,
B0051459,UK,
B0051461,UK,
B0051462,UK,
B0051463,UK,
B0051464,UK,
B0051465,UK,
B0051467,UK,
B0051468,UK,
B0051488,UK,
B0051493,Germany,EUR
B0051494,Germany,EUR
B0051514,Germany,EUR
B0051515,Germany,EUR
B0051528,Japan,JPY
B0051529,UK,
B0051630,Germany,EUR
B0051712,UK,
B0051713,UK,
B0051532,Japan,JPY
B0051533,Japan,JPY
B0051534,UK,
B0051535,UK,
B0051536,UK,
B0051537,Japan,JPY
B0051538,UK,
B0051539,Japan,JPY
B0051542,Japan,JPY
B0051544,Japan,JPY
B0051550,UK,
B0051551,UK,
B0051555,UK,
B0051556,UK,
B0051557,UK,
B0051738,UK,
B0051739,UK,
B0051741,UK,
B0051558,UK,
B0051560,UK,
B0051620,UK,
B0051621,UK,
B0051632,UK,
B0051633,UK,
B0051634,UK,
B0051640,UK,
B0051641,UK,
B0051645,UK,
B0051649,UK,
B0051651,UK,
B0051653,UK,
B0051655,UK,
B0051674,UK,
B0051775,UK,
B0051776,UK,
B0051777,UK,
B0051676,UK,
B0051680,UK,
B0051723,Germany,EUR
B0051724,UK,
B0051783,UK,
B0051784,UK,
B0051789,UK,
B0051791,Japan,JPY
B0051792,UK,
B0051801,UK,
B0051829,Japan,JPY
B0051830,Japan,JPY
B0051832,UK,
B0051836,Germany,EUR
B0051838,Germany,EUR
B0051839,Germany,EUR
B0051840,Germany,EUR
B0051862,UK,
B0051863,UK,
B0051870,Germany,EUR
B0051871,Germany,EUR
B0051872,Germany,EUR
B0051875,UK,
B0051896,,ZAR
B0051913,UK,
B0051914,UK,
B0051915,UK,
B0051916,UK,
B0051921,UK,
B0051929,Germany,EUR
B0051935,UK,
B0051936,Germany,EUR
B0051937,Germany,EUR
B0051938,Germany,EUR
B0051939,Germany,EUR
B0052000,UK,
B0052001,UK,
B0052007,UK,
B0052017,UK,
B0051940,Germany,EUR
B0051941,Germany,EUR
B0051942,Germany,EUR
B0051943,Germany,EUR
B0051951,Germany,EUR
B0051952,Germany,EUR
B0051953,Germany,EUR
B0051954,Germany,EUR
B0051955,Germany,EUR
B0051956,Germany,EUR
B0051957,Germany,EUR
B0051958,Germany,EUR
B0051959,Germany,EUR
B0051960,Germany,EUR
B0051961,Germany,EUR
B0052018,UK,
B0052019,UK,
B0052020,UK,
B0051962,Germany,EUR
B0051964,Germany,EUR
B0051966,Germany,EUR
B0051967,Germany,EUR
B0051968,Germany,EUR
B0051969,Germany,EUR
B0051970,Germany,EUR
B0051971,Germany,EUR
B0051972,Germany,EUR
B0051973,Germany,EUR
B0051974,Germany,EUR
B0051975,Germany,EUR
B0051976,Germany,EUR
B0051977,Germany,EUR
B0051978,Germany,EUR
B0052030,UK,
B0052032,UK,
B0052036,UK,
B0051979,Germany,EUR
B0051981,Germany,EUR
B0051982,Germany,EUR
B0051983,Germany,EUR
B0051984,Germany,EUR
B0051985,Germany,EUR
B0051986,Germany,EUR
B0051987,Germany,EUR
B0051988,Germany,EUR
B0051989,Germany,EUR
B0051990,Germany,EUR
B0051991,Germany,EUR
B0051992,Germany,EUR
B0051993,Germany,EUR
B0052006,UK,
B0052037,UK,
B0052038,UK,
B0052074,UK,
B0052008,UK,
B0052013,UK,
B0052014,UK,
B0052023,UK,
B0052025,UK,
B0052028,UK,
B0052029,UK,
B0052039,UK,
B0052041,UK,
B0052045,UK,
B0052048,UK,
B0052066,UK,
B0052069,UK,
B0052077,UK,
B0052078,UK,
B0052079,UK,
B0052080,UK,
B0052081,UK,
B0052082,UK,
B0052087,UK,
B0052088,UK,
B0052090,UK,
B0052094,UK,
B0052098,UK,
B0052100,UK,
B0052112,UK,
B0052123,UK,
B0052126,UK,
B0052127,UK,
B0052128,UK,
B0052129,UK,
B0052180,UK,
B0052181,Germany,EUR
B0052187,UK,
B0052217,Germany,EUR
B0052232,UK,
B0052234,UK,
B0052237,UK,
B0052255,UK,
B0052256,UK,
B0052265,UK,
B0052266,UK,
B0052297,UK,
B0052300,UK,
B0052301,UK,
B0052350,Germany,EUR
B0052352,Germany,EUR
B0052377,UK,
B0052378,UK,
B0052379,UK,
B0052382,UK,
B0052383,UK,
B0052384,UK,
B0052391,UK,
B0052393,UK,
B0052394,UK,
B0052404,USA,USD
B0052405,USA,USD
B0052406,USA,USD
B0052477,UK,
B0052478,UK,
B0052586,USA,USD
B0052587,USA,USD
B0052588,USA,USD
B0052594,UK,
B0052601,UK,
B0052603,UK,
B0052605,UK,
B0052606,UK,
B0052611,UK,
B0052612,UK,
B0052613,UK,
B0052614,UK,
B0052619,Germany,EUR
B0052623,UK,
B0052626,UK,
B0052629,UK,
B0052630,UK,
B0052640,UK,
B0052627,UK,
B0052639,UK,
B0052643,UK,
B0052645,UK,
B0052646,UK,
B0052647,UK,
B0052648,UK,
B0052651,UK,
B0052652,UK,
B0052653,UK,
B0052654,UK,
B0052657,USA,USD
B0052662,UK,
B0052663,UK,
B0052664,UK,
B0052668,UK,
B0052669,UK,
B0052676,UK,
B0052686,UK,
B0052687,UK,
B0052692,UK,
B0052694,UK,
B0052705,UK,
B0052706,UK,
B0052719,UK,
B0052720,UK,
B0052741,USA,USD
B0052742,USA,USD
B0052743,USA,USD
B0052744,USA,USD
B0052745,USA,USD
B0052746,USA,USD
B0052747,USA,USD
B0052748,USA,USD
B0052749,USA,USD
B0052750,USA,USD
B0052751,USA,USD
B0052752,USA,USD
B0052768,UK,
B0052769,UK,
B0052772,UK,
B0052754,UK,
B0052758,UK,
B0052760,UK,
B0052761,UK,
B0052762,UK,
B0052763,UK,
B0052764,UK,
B0052765,UK,
B0052766,UK,
B0052767,UK,
B0052773,Germany,EUR
B0052774,Germany,EUR
B0052776,Germany,EUR
B0052777,Germany,EUR
B0052795,Germany,EUR
B0052930,UK,
B0052938,Germany,EUR
B0052817,UK,
B0052824,UK,
B0052825,UK,
B0052856,UK,
B0052857,UK,
B0052858,UK,
B0052859,UK,
B0052860,UK,
B0052861,UK,
B0052862,UK,
B0052863,UK,
B0052864,UK,
B0052865,UK,
B0052868,UK,
B0052869,UK,
B0052872,USA,USD
B0052883,Germany,EUR
B0052884,Germany,EUR
B0052885,Germany,EUR
B0052929,UK,
B0052887,UK,
B0052904,UK,
B0052905,UK,
B0052906,UK,
B0052907,UK,
B0052908,UK,
B0052910,UK,
B0052912,UK,
B0052914,UK,
B0052915,UK,
B0052916,UK,
B0052917,UK,
B0052918,UK,
B0052919,UK,
B0052920,UK,
B0052921,UK,
B0052939,Germany,EUR
B0053099,Germany,EUR
B0053100,Germany,EUR
B0052922,UK,
B0052923,UK,
B0052926,UK,
B0052927,UK,
B0052942,UK,
B0052943,UK,
B0052946,UK,
B0052947,UK,
B0052948,UK,
B0052949,UK,
B0052951,UK,
B0052952,UK,
B0052980,UK,
B0052981,UK,
B0052991,Germany,EUR
B0053101,Germany,EUR
B0053102,Germany,EUR
B0053103,Germany,EUR
B0052992,Germany,EUR
B0052996,Germany,EUR
B0052997,Germany,EUR
B0052999,Germany,EUR
B0053000,Germany,EUR
B0053005,Germany,EUR
B0053007,Germany,EUR
B0053008,Germany,EUR
B0053009,Germany,EUR
B0053010,Germany,EUR
B0053011,Germany,EUR
B0053012,Germany,EUR
B0053015,Germany,EUR
B0053016,Germany,EUR
B0053051,UK,
B0053053,UK,
B0053054,UK,
B0053085,,ZAR
B0053052,UK,
B0053063,Germany,EUR
B0053064,Germany,EUR
B0053065,UK,
B0053066,UK,
B0053070,UK,
B0053077,Germany,EUR
B0053079,Germany,EUR
B0053080,Germany,EUR
B0053087,Germany,EUR
B0053090,Germany,EUR
B0053091,Germany,EUR
B0053092,Germany,EUR
B0053093,Germany,EUR
B0053094,Germany,EUR
B0053095,Germany,EUR
B0053096,Germany,EUR
B0053097,Germany,EUR
B0053098,Germany,EUR
B0053104,Germany,EUR
B0053105,Germany,EUR
B0053106,Germany,EUR
B0053107,Germany,EUR
B0053108,Germany,EUR
B0053109,Germany,EUR
B0053110,Germany,EUR
B0053111,Germany,EUR
B0053112,Germany,EUR
B0053113,Germany,EUR
B0053114,Germany,EUR
B0053115,Germany,EUR
B0053116,Germany,EUR
B0053117,Germany,EUR
B0053118,Germany,EUR
B0053119,Germany,EUR
B0053120,Germany,EUR
B0053121,Germany,EUR
B0053122,Germany,EUR
B0053123,Germany,EUR
B0053124,Germany,EUR
B0053125,Germany,EUR
B0053126,Germany,EUR
B0053127,Germany,EUR
B0053128,Germany,EUR
B0053129,Germany,EUR
B0053130,Germany,EUR
B0053134,Germany,EUR
B0053135,Germany,EUR
B0053136,Germany,EUR
B0053137,Germany,EUR
B0053146,USA,USD
B0053147,USA,USD
B0053158,UK,
B0053165,Japan,JPY
B0053168,Germany,EUR
B0053188,Germany,EUR
B0053190,UK,
B0053216,UK,
B0053220,UK,
B0053221,UK,
B0053222,UK,
B0053223,UK,
B0053224,UK,
B0053225,UK,
B0053226,UK,
B0053227,UK,
B0053266,UK,
B0053267,UK,
B0053268,UK,
B0053269,UK,
B0053271,Germany,EUR
B0053272,Germany,EUR
B0053304,Germany,EUR
B0053305,Germany,EUR
B0053309,UK,
B0053310,UK,
B0053315,UK,
B0053316,UK,
B0053317,UK,
B0053324,UK,
B0053325,UK,
B0053330,UK,
B0053333,UK,
B0053334,UK,
B0053335,UK,
B0053336,UK,
B0053337,Germany,EUR
B0053342,UK,
B0053343,UK,
B0053346,UK,
B0053347,UK,
B0053358,UK,
B0053361,Germany,EUR
B0053362,Germany,EUR
B0053366,UK,
B0053477,UK,
B0053487,UK,
B0053490,UK,
B0053500,UK,
B0053367,UK,
B0053368,UK,
B0053369,UK,
B0053370,UK,
B0053371,UK,
B0053372,UK,
B0053373,UK,
B0053374,UK,
B0053375,UK,
B0053376,UK,
B0053377,UK,
B0053378,UK,
B0053380,UK,
B0053384,UK,
B0053385,UK,
B0053501,UK,
B0053502,UK,
B0053503,UK,
B0053386,UK,
B0053387,UK,
B0053495,USA,USD
B0053496,USA,USD
B0053541,UK,
B0053542,UK,
B0053545,UK,
B0053546,UK,
B0053547,UK,
B0053549,UK,
B0053552,UK,
B0053553,UK,
B0053556,UK,
B0053557,UK,
B0053558,UK,
B0053678,Japan,JPY
B0053679,Japan,JPY
B0053680,Japan,JPY
B0053681,Japan,JPY
B0053559,UK,
B0053561,UK,
B0053562,UK,
B0053563,UK,
B0053564,UK,
B0053565,UK,
B0053567,UK,
B0053569,UK,
B0053570,UK,
B0053573,UK,
B0053574,UK,
B0053583,UK,
B0053584,UK,
B0053612,UK,
B0053613,UK,
B0053614,UK,
B0053619,UK,
B0053668,UK,
B0053669,UK,
B0053634,UK,
B0053635,UK,
B0053636,UK,
B0053637,UK,
B0053638,UK,
B0053639,UK,
B0053640,UK,
B0053642,UK,
B0053643,UK,
B0053644,UK,
B0053646,UK,
B0053647,UK,
B0053670,UK,
B0053672,Japan,JPY
B0053673,Japan,JPY
B0053674,Japan,JPY
B0053675,Japan,JPY
B0053676,Japan,JPY
B0053677,Japan,JPY
B0053682,Japan,JPY
B0053683,Japan,JPY
B0053684,Japan,JPY
B0053685,Japan,JPY
B0053728,UK,
B0053729,UK,
B0053730,UK,
B0053737,UK,
B0053738,UK,
B0053739,UK,
B0053742,UK,
B0053743,UK,
B0053746,UK,
B0053749,UK,
B0053750,UK,
B0053752,UK,
B0053758,USA,USD
B0053810,UK,
B0053811,UK,
B0053753,UK,
B0053755,Switzerland,CHF
B0053756,UK,
B0053757,UK,
B0053759,UK,
B0053760,UK,
B0053761,UK,
B0053762,UK,
B0053763,UK,
B0053764,UK,
B0053765,UK,
B0053766,UK,
B0053767,UK,
B0053768,UK,
B0053769,UK,
B0053770,UK,
B0053892,UK,
B0053894,UK,
B0053895,UK,
B0053771,UK,
B0053772,UK,
B0053773,UK,
B0053774,UK,
B0053775,UK,
B0053776,UK,
B0053777,UK,
B0053778,UK,
B0053779,UK,
B0053780,UK,
B0053781,UK,
B0053782,UK,
B0053783,UK,
B0053784,UK,
B0053805,UK,
B0053806,UK,
B0053896,UK,
B0053897,UK,
B0053898,UK,
B0053815,UK,
B0053816,UK,
B0053817,UK,
B0053818,UK,
B0053821,UK,
B0053822,UK,
B0053823,UK,
B0053824,UK,
B0053825,UK,
B0053826,UK,
B0053827,UK,
B0053828,UK,
B0053829,UK,
B0053830,UK,
B0053833,UK,
B0053834,UK,
B0053840,UK,
B0053842,UK,
B0053873,UK,
B0053839,UK,
B0053858,UK,
B0053859,UK,
B0053860,UK,
B0053861,UK,
B0053862,UK,
B0053863,UK,
B0053874,UK,
B0053889,Germany,EUR
B0053890,Germany,EUR
B0053891,Germany,EUR
B0053893,Germany,EUR
B0053899,UK,
B0053900,UK,
B0053901,UK,
B0053902,UK,
B0053903,UK,
B0053904,UK,
B0053905,UK,
B0053906,UK,
B0053907,UK,
B0053908,UK,
B0053909,UK,
B0053910,UK,
B0053912,UK,
B0053913,UK,
B0053914,UK,
B0053915,UK,
B0053916,UK,
B0053917,UK,
B0053918,UK,
B0053919,UK,
B0053920,UK,
B0053921,UK,
B0053922,UK,
B0053923,UK,
B0053924,UK,
B0053925,UK,
B0053926,UK,
B0053927,UK,
B0053928,UK,
B0053929,UK,
B0053930,UK,
B0053931,UK,
B0053932,UK,
B0053933,UK,
B0053934,UK,
B0053935,UK,
B0053936,Germany,EUR
B0053937,Germany,EUR
B0053939,Germany,EUR
B0053940,Germany,EUR
B0053941,Germany,EUR
B0053942,Germany,EUR
B0053943,Germany,EUR
B0053944,UK,
B0053947,Germany,EUR
B0053950,UK,
B0053951,UK,
B0054035,UK,
B0053948,Germany,EUR
B0053949,Germany,EUR
B0053956,UK,
B0053957,UK,
B0054033,UK,
B0054034,UK,
B0054036,UK,
B0054037,UK,
B0054038,UK,
B0054039,UK,
B0054040,UK,
B0054041,UK,
B0054042,Germany,EUR
B0054043,Germany,EUR
B0054044,USA,USD
B0054045,USA,USD
B0054051,UK,
B0054052,UK,
B0054218,UK,
B0054079,Germany,EUR
B0054082,Germany,EUR
B0054083,Germany,EUR
B0054084,Germany,EUR
B0054097,Germany,EUR
B0054098,Germany,EUR
B0054100,UK,
B0054101,UK,
B0054102,UK,
B0054103,UK,
B0054104,UK,
B0054105,UK,
B0054106,UK,
B0054107,UK,
B0054114,UK,
B0054115,Germany,EUR
B0054116,Germany,EUR
B0054117,UK,
B0054206,Sweden,SEK
B0054212,Sweden,SEK
B0054118,UK,
B0054119,UK,
B0054124,UK,
B0054127,UK,
B0054128,UK,
B0054130,UK,
B0054132,UK,
B0054222,USA,USD
B0054223,Germany,EUR
B0054224,Germany,EUR
B0054238,Germany,EUR
B0054239,Germany,EUR
B0054240,Germany,EUR
B0054241,Germany,EUR
B0054242,Germany,EUR
B0054249,Germany,EUR
B0054660,UK,
B0054669,USA,USD
B0054253,Germany,EUR
B0054254,Germany,EUR
B0054256,Germany,EUR
B0054361,UK,
B0054387,UK,
B0054441,UK,
B0054446,UK,
B0054459,UK,
B0054461,UK,
B0054462,UK,
B0054463,UK,
B0054494,UK,
B0054495,UK,
B0054496,UK,
B0054632,UK,
B0054654,UK,
B0054655,UK,
B0054497,UK,
B0054498,UK,
B0054499,UK,
B0054500,UK,
B0054506,UK,
B0054507,UK,
B0054508,UK,
B0054509,UK,
B0054510,UK,
B0054511,UK,
B0054512,UK,
B0054513,UK,
B0054515,UK,
B0054532,UK,
B0054657,UK,
B0054658,UK,
B0054533,UK,
B0054539,UK,
B0054540,UK,
B0054541,UK,
B0054542,UK,
B0054543,UK,
B0054544,UK,
B0054545,UK,
B0054546,UK,
B0054547,UK,
B0054548,UK,
B0054549,UK,
B0054552,UK,
B0054553,UK,
B0054675,UK,
B0054684,UK,
B0055043,UK,
B0055045,UK,
B0054555,UK,
B0054556,UK,
B0054557,UK,
B0054558,UK,
B0054559,UK,
B0054560,UK,
B0054561,UK,
B0054562,UK,
B0054563,UK,
B0054564,UK,
B0054565,UK,
B0054568,UK,
B0054571,UK,
B0054572,UK,
