PURCH_ORDER,PART_NO,AREA,ORDER_TYPE,SUPPLIER,COST,CURRENCY,RAISED_DATE,CLOSED_DATE
B0109873,HY53-70041-BA,G,B,HHL1A,10.3183,EUR,11/11/15,2/9/16
B0109874,HY53-9034-AA,G,B,CJCGA,58.42,,11/11/15,
B0109875,HY53-37999-AA,G,B,V1685,5.4097,EUR,11/11/15,3/1/16
B0109876,P0HY53-02508-AB,G,B,CW3LA,20.41,,11/11/15,1/26/16
B0109877,P0HY53-02509-AC,G,B,CW3LA,20.41,,11/11/15,1/26/16
B0109878,P0HY53-1582-AD,G,B,CW3LA,8.39,,11/11/15,1/26/16
B0109879,HY53-38245-AA,G,B,V1685,25.3611,EUR,11/11/15,3/1/16
B0109880,HY53-38246-AA,G,B,V1685,25.2874,EUR,11/11/15,3/1/16
B0109881,P0HY53-1583-AD,G,B,CW3LA,8.39,,11/11/15,1/26/16
B0109882,HY53-5220-AA,G,B,V1685,128.902,EUR,11/11/15,11/11/15
B0109883,P0HY53-279A40-AC,G,B,CW3LA,11.18,,11/11/15,1/26/16
B0109884,P0HY53-A01014-AB,G,B,CW3LA,5.81,,11/11/15,1/26/16
B0109885,P0HY53-A01015-AB,G,B,CW3LA,5.81,,11/11/15,1/26/16
B0109886,P0HY53-611D38-AB,G,B,CW3LA,2.62,,11/11/15,1/26/16
B0109887,P0HY53-611D39-AB,G,B,CW3LA,2.62,,11/11/15,1/26/16
B0109888,P0HY53-10774-AC,G,B,CW3LA,3.69,,11/11/15,1/26/16
B0109889,P0HY53-10775-AC,G,B,CW3LA,3.69,,11/11/15,1/26/16
B0109890,P0HY53-279D06-AB,G,B,CW3LA,4.51,,11/11/15,1/26/16
B0109891,P0HY53-279D07-AC,G,B,CW3LA,4.51,,11/11/15,1/26/16
B0109892,HY53-5220-AB,G,B,V1685,145.5996,EUR,11/11/15,
B0109893,HY53-5221-AA,G,B,V1685,1.9604,EUR,11/11/15,2/16/16
B0109894,HY53-5230-AB,G,B,V1685,333.0262,EUR,11/11/15,3/1/16
B0109895,HY53-5F264-AA,G,B,V1685,0.5969,EUR,11/11/15,3/1/16
B0109896,HY53-6N643-AB,G,B,V1685,5.5098,EUR,11/11/15,
B0109897,HY53-6N644-AB,G,B,V1685,5.5098,EUR,11/11/15,
B0109898,HY53-70816-AA,G,B,V1685,0.5969,EUR,11/11/15,3/1/16
B0109899,HY53-J1403-AC,G,B,C9C6A,6.27,,11/11/15,
B0109900,HY53-5E215-AA,G,B,V1991,325.7296,EUR,11/11/15,2/19/16
B0109901,HY53-5E215-AA,G,B,V1991,325.7296,EUR,11/11/15,3/9/16
B0109902,A2139001206,G,B,V0375,14.2275,EUR,11/11/15,
B0109903,HY53-4K138-BA,G,B,T95QA,71.5843,EUR,11/11/15,12/16/15
B0109904,HY53-5K238-BA,G,B,V1685,68.3952,EUR,11/12/15,
B0109905,HY53-5K239-BA,G,B,V1685,68.3952,EUR,11/12/15,
B0109906,GG43-19G490-BA,G,B,V0794,69.771,USD,11/12/15,
B0109907,P0HY53-41040-AC,G,B,V1270,44.16,,11/12/15,11/13/15
B0109908,P0HY53-41041-AC,G,B,V1270,44.16,,11/12/15,11/13/15
B0109909,P0HY53-130B12-AB,G,B,V1270,26.09,,11/12/15,11/13/15
B0109910,P0HY53-130B13-AB,G,B,V1270,26.09,,11/12/15,11/13/15
B0109911,GD33-600M64-AAW,G,B,CKC0A,1875.96,,11/12/15,1/5/16
B0109912,GD33-L600M64-AAW,G,B,CKC0A,1936.05,,11/12/15,1/5/16
B0109913,HY53-18C858-AA,G,B,V1453,347.7761,EUR,11/12/15,6/7/16
B0109914,HY53-18C858-BA,G,B,V1453,413.1293,EUR,11/12/15,6/6/16
B0109915,HY53-18C858-CA,G,B,V1453,388.2343,EUR,11/12/15,6/6/16
B0109916,HY53-18C876-AA,G,B,V1453,347.7761,EUR,11/12/15,6/6/16
B0109917,HY53-18C876-BA,G,B,V1453,413.1293,EUR,11/12/15,6/6/16
B0109918,GG33-600M64-CAW,G,B,CKC0A,895.47,,11/12/15,1/5/16
B0109919,HY53-18C876-CA,G,B,V1453,388.2343,EUR,11/12/15,6/6/16
B0109920,GG33-600M64-BAW,G,B,CKC0A,932.05,,11/12/15,1/5/16
B0109921,GOHY53-103K70-AA,G,B,FKRXA,32.2695,EUR,11/12/15,8/17/16
B0109922,GOHY53-103K71-AA,G,B,FKRXA,32.2695,EUR,11/12/15,8/17/16
B0109927,P0HY53-41040-AC,G,B,V1270,44.16,,11/13/15,
B0109928,P0HY53-41041-AC,G,B,V1270,44.16,,11/13/15,
B0109929,P0HY53-130B12-AB,G,B,V1270,26.09,,11/13/15,
B0109923,GG33-L600M64-CAW,G,B,CKC0A,1014.22,,11/12/15,1/5/16
B0109924,GG33-L600M64-BAW,G,B,CKC0A,1038.97,,11/12/15,1/5/16
B0109925,GD23-600M64-AAW,G,B,CKC0A,878.78,,11/12/15,1/5/16
B0109926,GD23-L600M64-AAW,G,B,CKC0A,1048.77,,11/12/15,1/5/16
B0109930,P0HY53-130B13-AB,G,B,V1270,26.09,,11/13/15,
B0109931,P0HY53-31396-AA,G,B,CW3LA,8.32,,11/16/15,1/26/16
B0109932,P0HY53-31397-AA,G,B,CW3LA,8.32,,11/16/15,1/26/16
B0109933,A0075421318,G,B,V0375,0.698,EUR,11/16/15,
B0109934,A2110000283,G,B,V0375,3.2244,EUR,11/16/15,
B0109935,A2229051300,G,B,V0375,12.6817,EUR,11/16/15,
B0109936,AD23-280B84-AA,G,B,CW3LA,4.24,,11/16/15,
B0109937,AD23-280B83-BB,G,B,CW3LA,4.36,,11/16/15,
B0109938,AD23-280B84-BB,G,B,CW3LA,4.36,,11/16/15,
B0109939,AD43-17C857-BB,G,B,V1751,0.0001,,11/17/15,
B0109940,AD43-17C857-BB,G,B,V1751,0.0001,,11/17/15,
B0109941,AD43-17C857-BB,G,B,V1751,0.0001,,11/17/15,
B0109942,FD33-7A257-AB,G,B,CW3LA,1.92,,11/17/15,
B0109943,ED23-8A500-CC,G,B,CW3LA,33.56,,11/17/15,12/4/15
B0109944,GG43-14B386-AA,G,B,V1453,18.9445,EUR,11/18/15,
B0109945,AD43-310A41-AB,G,B,FKRXA,10.029,EUR,11/18/15,
B0109946,GD2Y-10609-AB,G,B,T0U2A,1883,,11/19/15,
B0109947,GD2Y-10609-BB,G,B,T0U2A,2277.8,,11/19/15,
B0109948,GD2Y-10609-CB,G,B,T0U2A,2277.8,,11/19/15,
B0109949,GD2Y-10609-DB,G,B,T0U2A,1883.3,,11/19/15,
B0109950,GD2Y-10608-AB,G,B,T0U2A,1883.3,,11/19/15,
B0109951,GD2Y-10608-BB,G,B,T0U2A,2277.8,,11/19/15,
B0109952,GD2Y-10608-CB,G,B,T0U2A,2277.8,,11/19/15,
B0109953,GD2Y-10608-DB,G,B,T0U2A,1883.3,,11/19/15,
B0109954,HD43-14A005-EA,G,B,CBMPA,830.6,,11/19/15,
B0109955,HD43-14A005-FA,G,B,CBMPA,685.54,,11/19/15,
B0109956,HD43-14A005-GA,G,B,CBMPA,679.33,,11/19/15,
B0109957,HD43-14A005-HA,G,B,CBMPA,691.22,,11/19/15,
B0109958,CD33-8556-AC,G,B,V1716,46.09,,11/19/15,
B0109959,GD43-14B079-AC,G,B,CBMPA,62.71,,11/19/15,1/14/16
B0109960,GD23-14B079-AC,G,B,CBMPA,52.02,,11/19/15,1/14/16
B0109961,GG33-14B079-AC,G,B,CBMPA,53.48,,11/19/15,1/14/16
B0109963,HG33-14A005-AA,G,B,CBMPA,328.36,,11/19/15,
B0109964,HG33-14A005-CA,G,B,CBMPA,340.08,,11/19/15,
B0109965,HG33-14A005-EA,G,B,CBMPA,342.12,,11/19/15,
B0109962,GG33-14B079-BC,G,B,CBMPA,54.44,,11/19/15,1/14/16
B0109966,HG33-14A005-GA,G,B,CBMPA,353.57,,11/19/15,
B0109967,HG33-14A005-NA,G,B,CBMPA,435.15,,11/19/15,
B0109968,HG33-14A005-RA,G,B,CBMPA,457.66,,11/19/15,
B0109969,HG33-14A005-TA,G,B,CBMPA,434.66,,11/19/15,
B0109970,HG33-14A005-VA,G,B,CBMPA,456.48,,11/19/15,
B0109971,HG33-14K103-AA,G,B,CBMPA,317.69,,11/19/15,
B0109972,HG33-14K103-CA,G,B,CBMPA,329.83,,11/19/15,
B0109973,HG33-14K103-EA,G,B,CBMPA,337.54,,11/19/15,
B0109974,HG33-14K103-GA,G,B,CBMPA,349.09,,11/19/15,
B0109975,HG33-14K103-NA,G,B,CBMPA,432.58,,11/19/15,
B0109976,HG33-14K103-RA,G,B,CBMPA,450.92,,11/19/15,
B0109977,HG33-14K103-TA,G,B,CBMPA,430.65,,11/19/15,
B0109978,HG33-14K103-VA,G,B,CBMPA,452.46,,11/19/15,
B0109979,HG43-14A005-CA,G,B,CBMPA,440.18,,11/19/15,
B0109980,HG43-14A005-DA,G,B,CBMPA,390.57,,11/19/15,
B0109981,HG43-14A005-GA,G,B,CBMPA,462.26,,11/19/15,
B0109982,HG43-14A005-HA,G,B,CBMPA,413.03,,11/19/15,
B0109983,P0HY53-113C18-AC,G,B,CW3LA,9.51,,11/20/15,1/26/16
B0110026,HY53-14631-AA,G,B,CBMPA,27.04,GBP,11/26/15,
B0109984,HY53-045B38-AB,G,B,V1270,25.05,,11/20/15,
B0109985,HD23-14K103-BA,G,B,CBMPA,376.98,,11/23/15,
B0109986,BG33-14631-AA,G,B,CBMPA,18.32,,11/23/15,1/13/16
B0109987,HY53-2C506-AA,G,B,A426K,51.874,EUR,11/23/15,
B0109988,HY53-611B74-ABW,G,B,V0370,9.7122,EUR,11/24/15,6/13/16
B0109989,HY53-611B74-BBW,G,B,V0370,29.533,EUR,11/24/15,6/13/16
B0109990,HY53-611B74-CBW,G,B,V0370,29.533,EUR,11/24/15,6/13/16
B0109991,HY53-611B74-DBW,G,B,V0370,29.533,EUR,11/24/15,6/13/16
B0109992,HY53-611B74-EBW,G,B,V0370,29.533,EUR,11/24/15,6/13/16
B0109993,HY53-611B74-FBW,G,B,V0370,30.9565,EUR,11/24/15,
B0109994,HY53-610E54-AB,G,B,V0370,7.7786,EUR,11/24/15,
B0110020,HY53-11398-AB,G,B,V1644,29.6465,ZAR,11/25/15,
B0110024,HY53-9137-JA,G,B,CBMPA,4.78,GBP,11/26/15,
B0110025,HY53-14631-BA,G,B,CBMPA,26.81,GBP,11/26/15,
B0109995,HY53-611B69-ACW,G,B,V0370,29.685,EUR,11/24/15,
B0109996,HY53-611B69-BCW,G,B,V0370,50.4612,EUR,11/24/15,
B0109997,HY53-611B69-CCW,G,B,V0370,50.4612,EUR,11/24/15,
B0109998,HY53-611B69-DCW,G,B,V0370,50.4612,EUR,11/24/15,
B0109999,HY53-611B69-ECW,G,B,V0370,50.4612,EUR,11/24/15,
B0110000,HY53-611B69-FCW,G,B,V0370,50.4612,EUR,11/24/15,
B0110001,HY53-611B68-BCW,G,B,V0370,50.4612,EUR,11/24/15,
B0110002,HY53-611B68-CCW,G,B,V0370,50.4612,EUR,11/24/15,
B0110003,HY53-611B68-ACW,G,B,V0370,29.685,EUR,11/24/15,
B0110004,HY53-611B68-DCW,G,B,V0370,50.4612,EUR,11/24/15,
B0110027,HY53-14025-AA,G,B,CBMPA,7.42,GBP,11/26/15,
B0110028,HY53-14024-AA,G,B,CBMPA,8.09,GBP,11/26/15,
B0110005,HY53-611B68-ECW,G,B,V0370,50.4612,EUR,11/24/15,
B0110006,HY53-611B68-FCW,G,B,V0370,50.4612,EUR,11/24/15,
B0110007,HY53-611B71-ACW,G,B,V0370,28.8872,EUR,11/24/15,
B0110008,HY53-611B71-BCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110009,HY53-611B71-CCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110010,HY53-611B71-DCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110011,HY53-611B71-ECW,G,B,V0370,49.6634,EUR,11/24/15,
B0110012,HY53-611B71-FCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110013,HY53-611B70-BCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110014,HY53-611B70-CCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110029,HY53-14630-BA,G,B,CBMPA,26.53,GBP,11/26/15,
B0110030,HY53-14630-AA,G,B,CBMPA,26.3,GBP,11/26/15,
B0110015,HY53-611B70-ACW,G,B,V0370,28.8872,EUR,11/24/15,
B0110016,HY53-611B70-DCW,G,B,V0370,49.6634,EUR,11/24/15,
B0110017,HY53-611B70-ECW,G,B,V0370,49.6634,EUR,11/24/15,
B0110018,HY53-611B70-FBW,G,B,V0370,44.0383,EUR,11/24/15,12/2/15
B0110019,HY53-613K21-AB,G,B,V0370,5.8007,EUR,11/24/15,
B0110021,HY53-F22050-AC,G,B,V2144,24.1576,EUR,11/25/15,5/6/16
B0110022,HY53-14A227-AA,G,B,CBMPA,27.36,GBP,11/26/15,
B0110023,HY53-14A225-AA,G,B,CBMPA,25.47,GBP,11/26/15,
B0110031,1X43-13N064-AG,G,B,C8B9C,54.0181,EUR,11/26/15,
B0110032,DD43-281B11-ACW,G,B,D0A4A,107.83,GBP,11/26/15,
B0110033,GG33-9030-AA,G,B,EMGZA,18.8719,CZK,11/26/15,
B0110034,HY53-14A280-DA,G,B,CBMPA,2.86,GBP,11/27/15,
B0110035,HY53-14A280-BA,G,B,CBMPA,2.85,GBP,11/27/15,
B0110036,HY53-14A280-AA,G,B,CBMPA,3.18,GBP,11/27/15,
B0110037,HY53-10C310-AA,G,B,CBMPA,22.62,GBP,11/27/15,
B0110038,HY53-14B278-AA,G,B,CBMPA,23.42,GBP,11/27/15,
B0110039,HY53-14300-AA,G,B,CBMPA,88.95,GBP,11/27/15,
B0110040,HY53-8N029-AA,G,B,V1406,5.1774,EUR,11/27/15,8/30/16
B0110041,HY53-14A005-AA,G,B,CBMPA,364.42,GBP,11/27/15,
B0110042,HY53-14A005-BA,G,B,CBMPA,356.65,GBP,11/27/15,
B0110043,HY53-14290-AA,G,B,CBMPA,361.92,GBP,11/27/15,
B0110044,HY53-14290-BA,G,B,CBMPA,355.3,GBP,11/27/15,
B0110045,HY53-V17N801-AB,G,B,V1542,38.3279,EUR,11/27/15,
B0110046,P0HY53-02709-AC,G,B,CW3LA,13.85,GBP,11/27/15,1/26/16
B0110047,P0HY53-02708-AB,G,B,CW3LA,13.85,GBP,11/27/15,1/26/16
B0110048,HY53-V17N800-AB,G,B,V1542,38.3279,EUR,11/27/15,
B0110049,HY53-624D19-AA,G,B,V1542,11.2274,EUR,11/27/15,
B0110050,HY53-624D18-AA,G,B,V1542,11.2274,EUR,11/27/15,
B0110051,P0HY53-403A09-AC,G,B,V1542,10.7288,EUR,11/27/15,
B0110052,P0HY53-403A08-AC,G,B,V1542,10.7288,EUR,11/27/15,
B0110053,HY53-108A75-AB,G,B,V1542,98.2631,EUR,11/27/15,
B0110054,HY53-17F035-AC,G,B,V1542,35.9345,EUR,11/27/15,
B0110055,HY53-17F034-AC,G,B,V1542,35.9345,EUR,11/27/15,
B0110056,HY53-15K877-AA,G,B,CBMPA,17.43,GBP,11/27/15,
B0110057,HY53-15B484-AA,G,B,CBMPA,29.02,GBP,11/27/15,
B0110058,HY53-14C575-CA,G,B,CBMPA,92.99,GBP,11/27/15,
B0110059,HY53-28611-AA,G,B,V0843,4.11,GBP,11/27/15,
B0110060,HY53-9137-LA,G,B,CBMPA,6.23,GBP,11/30/15,
B0110061,HY53-14401-AA,G,B,CBMPA,169.82,GBP,11/30/15,
B0110062,HY53-14K024-AA,G,B,CBMPA,166.3,GBP,11/30/15,
B0110063,HY53-9137-MA,G,B,CBMPA,6.27,GBP,11/30/15,
B0110064,HY53-18C490-AA,G,B,V0596,3.93,GBP,11/30/15,8/15/16
B0110065,HY53-1007-CA,G,B,V0732,131.0952,EUR,12/1/15,1/12/16
B0110066,HY53-1007-DA,G,B,V0732,131.0952,EUR,12/1/15,1/12/16
B0110067,HY53-9965G-CA,G,B,V0732,132.7387,EUR,12/1/15,1/12/16
B0110068,HY53-9965G-DA,G,B,V0732,132.7387,EUR,12/1/15,1/12/16
B0110069,HY53-1007-GA,G,B,V0732,123.0026,EUR,12/1/15,1/12/16
B0110070,HY53-1007-HA,G,B,V0732,123.0026,EUR,12/1/15,1/12/16
B0110071,HY53-9965G-GA,G,B,V0732,126.0686,EUR,12/1/15,1/12/16
B0110072,HY53-9965G-HA,G,B,V0732,126.0686,EUR,12/1/15,1/12/16
B0110073,HY53-1007-EA,G,B,V0732,130.5203,EUR,12/1/15,1/12/16
B0110074,HY53-1007-FA,G,B,V0732,130.5203,EUR,12/1/15,1/12/16
B0110079,HY53-044J04-AB,G,B,FKRXA,4.953,EUR,12/1/15,
B0110080,HY53-101A70-AC,G,B,V1542,92.1964,EUR,12/1/15,
B0110081,GOHY53-10613-AA,G,B,FKRXA,20.7097,EUR,12/1/15,
B0110075,HY53-9965G-EA,G,B,V0732,133.5863,EUR,12/1/15,1/12/16
B0110076,HY53-9965G-FA,G,B,V0732,133.5863,EUR,12/1/15,1/12/16
B0110077,GD43-130B32-AFW,G,B,D0A4A,497.87,GBP,12/1/15,1/8/16
B0110078,HY53-2D090-AB,G,B,V2005,1.66,GBP,12/1/15,
B0110082,GOHY53-10121-AC,G,B,FKRXA,23.7181,EUR,12/1/15,8/17/16
B0110083,HY53-17F033-AB,G,B,FKRXA,53.3283,EUR,12/1/15,
B0110084,HY53-611B70-FCW,G,B,V0370,49.6634,EUR,12/2/15,
B0110085,HY53-16612-AC,G,B,BSBZA,527.089,SEK,12/2/15,
B0110086,HY53-110A66-AB,G,B,V1555,27.75,GBP,12/2/15,
B0110087,HY53-10B389-AA,G,B,CBMPA,13.8594,GBP,12/2/15,
B0110088,HY53-14K095-AA,G,B,CBMPA,6.2753,GBP,12/2/15,
B0110089,HY53-7C078-AA,G,B,CBMPA,54.7695,GBP,12/2/15,
B0110090,HY53-9137-FA,G,B,CBMPA,10.0321,GBP,12/2/15,
B0110091,HY53-9137-EA,G,B,CBMPA,4.1497,GBP,12/2/15,
B0110092,HY53-9137-DA,G,B,CBMPA,4.4197,GBP,12/2/15,
B0110093,HY53-9137-HA,G,B,CBMPA,2.1955,GBP,12/2/15,8/18/16
B0110094,HY53-9137-GA,G,B,CBMPA,2.5437,GBP,12/2/15,
B0110095,HY53-16005-AB,G,B,Z1736,85.7142,EUR,12/2/15,
B0110096,HY53-16006-AB,G,B,Z1736,85.7142,EUR,12/2/15,
B0110097,HY53-18D820-AB,G,B,R81PA,5.24,GBP,12/2/15,
B0110098,HY53-C40626-AC,G,B,Z1736,297.8642,EUR,12/2/15,
B0110099,HY53-40616-AB,G,B,Z1736,121.7734,EUR,12/2/15,
B0110100,HY53-19C126-AB,G,B,R81PA,12.18,GBP,12/2/15,
B0110101,HD33-19C166-AA,G,B,V2FEA,34.44,GBP,12/2/15,8/9/16
B0110102,FD4Y-15200-AA,G,B,D36VA,26,GBP,12/2/15,
B0110103,HY53-044H72-ABW,G,B,V0524,544.2741,EUR,12/3/15,12/3/15
B0110104,HY53-044H72-BBW,G,B,V0524,544.3036,EUR,12/3/15,12/3/15
B0110105,HY53-044H72-EBW,G,B,V0524,544.2741,EUR,12/3/15,12/3/15
B0110106,HY53-044H72-ABW,G,B,V0524,544.3543,EUR,12/3/15,1/29/16
B0110107,HY53-044H72-BBW,G,B,V0524,544.3838,EUR,12/3/15,1/29/16
B0110108,HY53-044H72-EBW,G,B,V0524,544.3543,EUR,12/3/15,1/29/16
B0110109,HY53-044H72-FBW,G,B,V0524,544.3838,EUR,12/3/15,1/29/16
B0110110,HY53-044H72-TBW,G,B,V0524,544.3543,EUR,12/3/15,1/29/16
B0110111,HY53-044H72-UBW,G,B,V0524,544.3838,EUR,12/3/15,1/29/16
B0110112,HY53-14N003-AA,G,B,V0917,2.5,GBP,12/3/15,
B0110113,HY53-C405B96-AC,G,B,V0917,23.88,GBP,12/3/15,
B0110114,HY53-8C252-AC,G,B,V0917,1.29,GBP,12/3/15,
B0110115,ED23-8A500-AB,G,B,CW3LA,35.15,GBP,12/3/15,
B0110116,AD43-280B83-AA,G,B,CW3LA,6.59,GBP,12/3/15,
B0110117,ED23-8A500-CC,G,B,CW3LA,33.56,GBP,12/3/15,
B0110118,AD43-280B83-BB,G,B,CW3LA,6.31,GBP,12/3/15,
B0110119,AD43-280B84-BB,G,B,CW3LA,6.31,GBP,12/3/15,
B0110120,HY53-16740-AB,G,B,V1735,1.86,GBP,12/3/15,
B0110121,HY53-20123-AD,G,B,BSBZA,367.8322,SEK,12/4/15,
B0110122,HY53-20122-AD,G,B,BSBZA,367.8322,SEK,12/4/15,
B0110123,HY53-C10515-AC,G,B,V1436,13.9532,EUR,12/4/15,
B0110124,HY53-C10514-AB,G,B,V1436,13.3383,EUR,12/4/15,
B0110125,HY53-C41039-AC,G,B,V1436,36.0757,EUR,12/4/15,
B0110126,HY53-C41038-AC,G,B,V1436,35.361,EUR,12/4/15,
B0110127,8G43-10K973-ACW,G,B,CKC0A,15.74,GBP,12/4/15,
B0110128,HY53-16801-AC,G,B,V00QA,51.78,GBP,12/4/15,
B0110129,HY53-16800-AC,G,B,V00QA,51.78,GBP,12/4/15,
B0110130,HY53-5147-AA,G,B,V1395,29.2158,EUR,12/4/15,5/25/16
B0110131,HY53-5148-AA,G,B,V1395,29.2158,EUR,12/4/15,5/25/16
B0110135,HD23-18D487-AA,G,B,V2242,16.9516,EUR,12/4/15,1/21/16
B0110136,HD23-18D487-BA,G,B,V2242,19.8997,EUR,12/4/15,1/21/16
B0110137,HY53-C50202-AC,G,B,BSBZA,88.468,SEK,12/4/15,
B0110132,HY53-5340-AB,G,B,V0843,18.95,GBP,12/4/15,
B0110133,HY53-5341-AB,G,B,V0843,18.95,GBP,12/4/15,
B0110134,HY53-19L523-AA,G,B,V2275,13.8618,EUR,12/4/15,
B0110138,HY53-8052-AB,G,B,V1542,38.4359,EUR,12/7/15,
B0110139,4G43-025K90-ADW,G,B,AXE7A,16.442,GBP,12/7/15,
B0110140,4G43-025K91-ADW,G,B,AXE7A,16.442,GBP,12/7/15,
B0110141,4G43-03276-CDW,G,B,AXE7A,10.7181,GBP,12/7/15,
B0110142,4G43-13204-AA,G,B,AXE7A,0.1771,GBP,12/7/15,
B0110143,4G43-18D404-CA,G,B,AXE7A,0.1345,GBP,12/7/15,
B0110144,4G43-31130-AA,G,B,AXE7A,0.3842,GBP,12/7/15,
B0110145,4G43-31176-AA,G,B,AXE7A,0.9508,GBP,12/7/15,
B0110146,4G43-31248-AA,G,B,AXE7A,1.7657,GBP,12/7/15,
B0110147,4G43-31300-ABW,G,B,AXE7A,3.2711,GBP,12/7/15,
B0110148,4G43-31302-AAW,G,B,AXE7A,1.9973,GBP,12/7/15,
B0110149,4G43-45393-AA,G,B,AXE7A,0.3457,GBP,12/7/15,
B0110150,4G43-46743-AA,G,B,AXE7A,0.5954,GBP,12/7/15,
B0110151,4G43-48430-AA,G,B,AXE7A,0.9124,GBP,12/7/15,
B0110152,4G43-48743-AA,G,B,AXE7A,6.1081,GBP,12/7/15,
B0110153,4G43-61104-AA,G,B,AXE7A,0.0222,GBP,12/7/15,
B0110154,4G43-638A28-AB,G,B,AXE7A,2.982,GBP,12/7/15,
B0110155,4G43-638A29-AA,G,B,AXE7A,2.982,GBP,12/7/15,
B0110156,4G43-638A30-AB,G,B,AXE7A,0.1566,GBP,12/7/15,
B0110157,4G43-638A34-AA,G,B,AXE7A,2.007,GBP,12/7/15,
B0110158,4G43-638A35-AA,G,B,AXE7A,2.007,GBP,12/7/15,
B0110159,4G43-64006-AA,G,B,AXE7A,0.9124,GBP,12/7/15,
B0110160,4G43-66884-AA,G,B,AXE7A,0.6542,GBP,12/7/15,
B0110161,4G43-8678-AA,G,B,AXE7A,0.1825,GBP,12/7/15,
B0110162,4G43-C84959-AA,G,B,AXE7A,0.5762,GBP,12/7/15,
B0110163,4G43-C8585-AA,G,B,AXE7A,0.2638,GBP,12/7/15,
B0110164,4G43-L025K90-ACW,G,B,AXE7A,6.1562,GBP,12/7/15,
B0110165,4G43-L025K91-ACW,G,B,AXE7A,6.1562,GBP,12/7/15,
B0110166,4G43-L02608-ADW,G,B,AXE7A,4.5523,GBP,12/7/15,
B0110167,4G43-L02609-ADW,G,B,AXE7A,4.5523,GBP,12/7/15,
B0110168,4G43-L03642-AA,G,B,AXE7A,0.0864,GBP,12/7/15,
B0110169,4G43-L31130-AA,G,B,AXE7A,0.5386,GBP,12/7/15,
B0110170,4G43-L31176-AB,G,B,AXE7A,0.975,GBP,12/7/15,
B0110171,4G43-L31248-AA,G,B,AXE7A,0.5277,GBP,12/7/15,
B0110172,4G43-L45393-AA,G,B,AXE7A,0.3443,GBP,12/7/15,
B0110173,4G43-L63861-AA,G,B,AXE7A,0.3443,GBP,12/7/15,
B0110174,4G43-L666A90-AA,G,B,AXE7A,0.0958,GBP,12/7/15,
B0110175,4G43-LC2158-AA,G,B,AXE7A,0.995,GBP,12/7/15,
B0110176,4G43-M4D4515-AA,G,B,AXE7A,0.0811,GBP,12/7/15,
B0110177,6G33--025K92--BCW,G,B,AXE7A,4.5427,GBP,12/7/15,
B0110178,6G33--025K93--BCW,G,B,AXE7A,4.5427,GBP,12/7/15,
B0110179,6G33--044E68--AA,G,B,AXE7A,0.6531,GBP,12/7/15,
B0110180,6G33--31224--ABW,G,B,AXE7A,14.819,GBP,12/7/15,
B0110181,7G43-5A565-DBW,G,B,AXE7A,0.9604,GBP,12/7/15,
B0110182,7G43-600C90-ABW,G,B,AXE7A,3.2732,GBP,12/7/15,
B0110183,7G43-600C93-ABW,G,B,AXE7A,3.4398,GBP,12/7/15,
B0110184,7G43-F60571-CA,G,B,AXE7A,0.9796,GBP,12/7/15,
B0110185,7G43-F62896-CA,G,B,AXE7A,1.4118,GBP,12/7/15,
B0110186,8D33-31130-AA,G,B,AXE7A,0.8836,GBP,12/7/15,
B0110187,8D33-43842-AB,G,B,AXE7A,0.9959,GBP,12/7/15,
B0110188,8D33-45388-AA,G,B,AXE7A,0.4994,GBP,12/7/15,
B0110189,8D33-45392-AA,G,B,AXE7A,0.7011,GBP,12/7/15,
B0110190,8D33-45394-AA,G,B,AXE7A,0.7011,GBP,12/7/15,
B0110191,8D33-45396-AA,G,B,AXE7A,0.9796,GBP,12/7/15,
B0110192,8D33-63824-DAW,G,B,AXE7A,10.6893,GBP,12/7/15,
B0110193,8D33-63825-DAW,G,B,AXE7A,10.6893,GBP,12/7/15,
B0110194,8D33-F63824-AA,G,B,AXE7A,2.3146,GBP,12/7/15,
B0110195,8D33-F63825-AA,G,B,AXE7A,2.3146,GBP,12/7/15,
B0110196,9D33-31068-DAW,G,B,AXE7A,5.1189,GBP,12/7/15,
B0110197,9D33-31069-DAW,G,B,AXE7A,5.1189,GBP,12/7/15,
B0110198,9D33-48430-AA,G,B,AXE7A,0.8675,GBP,12/7/15,
B0110199,9D33-48743-AA,G,B,AXE7A,3.6326,GBP,12/7/15,
B0110200,9G43-C66816-AA,G,B,AXE7A,0.2401,GBP,12/7/15,
B0110201,9G43-P8K141-AB,G,B,AXE7A,0.9028,GBP,12/7/15,
B0110202,AD23-8C477-AA,G,B,AXE7A,0.7395,GBP,12/7/15,
B0110203,AD33-L613K34-AA,G,B,AXE7A,0.531,GBP,12/7/15,
B0110204,AD33-L64006-AA,G,B,AXE7A,2.0402,GBP,12/7/15,
B0110205,AD33-L66810-AA,G,B,AXE7A,0.4313,GBP,12/7/15,
B0110206,AD33-L8678-AA,G,B,AXE7A,0.4844,GBP,12/7/15,
B0110207,AD33-LF2159-AA,G,B,AXE7A,0.6435,GBP,12/7/15,
