PURCH_ORDER,PART_NO,AREA,ORDER_TYPE,SUPPLIER,COST,CURRENCY,RAISED_DATE,CLOSED_DATE
B0057766,AD23-17K835-AA,G,B,F636B,121.53,,10/8/08,9/3/09
B0057767,AD23-17K835-BA,G,B,F636B,124.9,,10/8/08,1/20/10
B0057775,9D33-18T805-AA,G,B,EYFZA,173.8369,EUR,10/8/08,11/29/10
B0057776,GO9G33-120781-AA,G,B,R81PA,23.21,,10/9/08,9/10/10
B0057777,9D33-29418-AB,G,B,D0VFA,9.32,,10/9/08,1/29/13
B0057778,9D33-29419-AB,G,B,D0VFA,9.32,,10/9/08,1/29/13
B0057787,8D33-045B58-AF,G,B,D0VFA,9.096,,10/10/08,1/29/13
B0057788,8D33-045B59-AF,G,B,D0VFA,9.096,,10/10/08,1/29/13
B0057789,6G33--L501A60--AG,G,B,D0VFA,20.452,,10/10/08,1/29/13
B0057790,6G33--L501A61--AG,G,B,D0VFA,20.452,,10/10/08,1/29/13
B0057795,6G33--L31282--AD,G,B,D0VFA,13.965,,10/10/08,1/29/13
B0057796,6G33--L31283--AD,G,B,D0VFA,13.965,,10/10/08,1/29/13
B0057798,9D33-46854-AB,G,B,D0VFA,20.139,,10/10/08,1/29/13
B0057804,4G43-46854-AD,G,B,D0VFA,19.864,,10/10/08,1/29/13
B0057822,4G43-6W366-AD,G,B,C66TA,98.162,,10/10/08,5/11/11
B0057824,9G33-7540-AC,G,B,C66TA,171.863,,10/10/08,2/7/11
B0063688,9G43-69320-AAW,G,B,Q409B,37.275,,10/13/09,8/16/15
B0063693,6G33--5340--BA,G,B,R8Z5A,9.36,,10/13/09,12/16/11
B0063705,AG33-10K973-ACW,G,B,V0597,23.01,,10/14/09,12/7/10
B0057825,6G33--16798--AD,G,B,C9M1A,22.13,,10/10/08,8/16/15
B0057826,9G33-7540-BC,G,B,C66TA,186.194,,10/10/08,2/7/11
B0057827,6G33--16799--AD,G,B,C9M1A,22.13,,10/10/08,8/16/15
B0057845,4G43-42930-AM,G,B,C9M1A,10.47,,10/13/08,8/16/15
B0057848,7G43-19A390-AB,G,B,V0055,8.69,,10/13/08,11/25/13
B0057849,7G43-10E921-AC,G,B,V0055,5.56,,10/13/08,11/25/13
B0057850,9G43-111C60-GB,G,B,C8A9A,11.85,,10/13/08,11/22/10
B0057852,9G43-046B72-AA,G,B,D1Z3A,0.313,,10/14/08,9/1/11
B0057853,9G43-046B73-AA,G,B,D1Z3A,0.313,,10/14/08,9/1/11
B0057854,9D33-310B08-AC,G,B,EYFZA,81.7681,EUR,10/14/08,3/1/10
B0057855,9D33-310B09-AC,G,B,EYFZA,81.7681,EUR,10/14/08,3/1/10
B0057856,9D33-311A76-AD,G,B,EYFZA,74.1444,EUR,10/14/08,8/4/10
B0057857,9D33-311A77-AD,G,B,EYFZA,74.1444,EUR,10/14/08,8/4/10
B0057858,9D33-C046A26-AC,G,B,EYFZA,49.9333,EUR,10/14/08,1/20/10
B0057859,9G43-L312A95-BB,G,B,EYFZA,76.9854,EUR,10/14/08,8/4/10
B0057860,9G43-L312A94-BB,G,B,EYFZA,76.9854,EUR,10/14/08,8/4/10
B0057875,4G43-20122-AL,G,B,D22CG,313.64,,10/15/08,8/16/15
B0057876,4G43-20123-AL,G,B,D22CG,313.64,,10/15/08,8/16/15
B0057878,6G33--20122--AK,G,B,D22CG,331.21,,10/15/08,8/16/15
B0057921,9G43-43028-AA,G,B,V00QA,23.5,,10/15/08,8/16/15
B0057922,9G43-43029-AA,G,B,V00QA,23.5,,10/15/08,8/16/15
B0057929,7G43-61068-AC,G,B,D0VFA,21.439,,10/15/08,1/29/13
B0057930,6G33--78788--AB,G,B,R8S1A,0.0122,,10/16/08,8/16/15
B0057931,8G43-L29418-AB,G,B,D0VFA,9.78,,10/16/08,1/29/13
B0057932,8G43-L29419-AB,G,B,D0VFA,9.78,,10/16/08,1/29/13
B0057933,8G43-L311A20-AB,G,B,D0VFA,9.1,,10/16/08,8/16/15
B0057934,8G43-L311A21-AB,G,B,D0VFA,9.1,,10/16/08,8/16/15
B0057935,AD33-501A00-AB,G,B,D22CG,257.32,,10/16/08,8/16/15
B0057953,4G43-40170-AA,G,B,U9B6A,1.8236,,10/21/08,1/28/13
B0057954,7G43-41654-AB,G,B,U9B6A,3.4144,,10/21/08,1/28/13
B0057959,9G43-67480-AB,G,B,D0VFA,8.85,,10/21/08,8/16/15
B0057961,9G33-14B372-AA,G,B,R8KHA,0.4896,,10/22/08,10/14/15
B0057962,9G33-14B372-BA,G,B,R8KHA,0.4896,,10/22/08,10/14/15
B0057964,GO9G43-L40334-GA,G,B,U9PLA,18.29,,10/22/08,8/9/10
B0057965,9G43-L312A94-BC,G,B,EYFZA,80.0868,EUR,10/23/08,9/7/09
B0057966,9G43-L312A95-BC,G,B,EYFZA,80.0868,EUR,10/23/08,9/7/09
B0057967,P08G43-611D38-AA,G,B,ECFRA,0.59,,10/23/08,8/28/09
B0057968,P08G43-611D39-AA,G,B,ECFRA,0.59,,10/23/08,8/28/09
B0057970,6G33--C519A36--BK,G,B,P415X,90.701,,10/27/08,8/16/15
B0057971,6G33--C519A37--BK,G,B,P415X,90.701,,10/27/08,8/16/15
B0057975,6G33--240A28--ACW,G,B,CKC0A,17.521,,10/28/08,2/7/12
B0057976,6G33--240A29--ACW,G,B,CKC0A,17.52,,10/28/08,2/7/12
B0057977,4G43-240A28-ACW,G,B,CKC0A,24.04,,10/28/08,11/3/11
B0057978,4G43-240A29-ACW,G,B,CKC0A,24.04,,10/28/08,11/3/11
B0057979,8D33-240A28-ADW,G,B,CKC0A,32.672,,10/28/08,8/16/15
B0057980,8D33-240A29-ADW,G,B,CKC0A,32.672,,10/28/08,8/16/15
B0057981,AD23-240A28-AAW,G,B,CKC0A,32.672,,10/28/08,8/16/15
B0057982,AD23-240A29-AAW,G,B,CKC0A,32.672,,10/28/08,8/16/15
B0057983,GO8G43-611D38-AA,G,B,BW4UA,7.71,,10/28/08,8/16/15
B0057984,GO8G43-611D39-AA,G,B,BW4UA,7.71,,10/28/08,8/16/15
B0057998,8D33-045C76-ACW,G,B,CKC0A,244.03,,10/29/08,8/16/15
B0057999,9G43-045C76-ACW,G,B,CKC0A,244.08,,10/29/08,8/16/15
B0058000,9G33-L045C76-ACW,G,B,CKC0A,246.21,,10/29/08,8/16/15
B0058001,9G33-C045C76-ACW,G,B,CKC0A,244.08,,10/29/08,8/16/15
B0058002,RF4G43-L40102-AD,G,B,U9B6A,6.2856,,10/29/08,8/16/15
B0058003,9G43-5E212-AB,G,B,D22CG,37.484,,10/30/08,8/16/15
B0058016,8G33-9C133-AA,G,B,CJCGA,367.128,,11/3/08,11/26/10
B0058017,8G43-9C133-AA,G,B,CJCGA,461.691,,11/3/08,11/26/10
B0058024,AD23-9C133-AA,G,B,CJCGA,452.012,,11/3/08,11/26/10
B0058030,4G43-5019-AG,G,B,CWFZA,276.9181,EUR,11/3/08,8/16/15
B0058031,AD33-5R003-AB,G,B,C9S5A,268.02,,11/3/08,5/10/10
B0058035,AD33-L24866-AA,G,B,D0VFA,2.44,,11/4/08,1/29/13
B0058036,AD33-L24867-AA,G,B,D0VFA,2.44,,11/4/08,1/29/13
B0058037,AD33-L465C08-AA,G,B,D0VFA,1.85,,11/4/08,1/29/13
B0058038,AD33-L465C09-AA,G,B,D0VFA,1.85,,11/4/08,1/29/13
B0058039,AD33-L91302-AA,G,B,D0VFA,4.14,,11/4/08,8/16/15
B0058040,AD33-L91303-AA,G,B,D0VFA,4.14,,11/4/08,8/16/15
B0058041,AD33-L501A60-AA,G,B,D0VFA,33.26,,11/4/08,8/16/15
B0058042,AD33-LF501A02-AA,G,B,D0VFA,9.42,,11/4/08,8/16/15
B0058043,AD33-L045A94-AA,G,B,D0VFA,21.08,,11/4/08,8/16/15
B0058044,AD33-L61068-AA,G,B,D0VFA,15.72,,11/4/08,8/16/15
B0058045,AD33-L61069-AA,G,B,D0VFA,15.72,,11/4/08,8/16/15
B0058046,AD33-L40409-AA,G,B,D0VFA,18.08,,11/4/08,8/16/15
B0058060,P09G33-120781-AA,G,B,ECFRA,1.44,,11/5/08,8/28/09
B0058068,AD23-40616-AA,G,B,S1PLA,123.19,,11/6/08,5/9/11
B0058097,P09G33-10773-AC,G,B,ECFRA,3.02,,11/7/08,8/28/09
B0058098,P09G33-10772-AC,G,B,ECFRA,3.09,,11/7/08,8/28/09
B0058061,4G43-18535-AE,G,B,R81PA,4.49,,11/6/08,11/3/11
B0058062,6G33--18C987--CA,G,B,R81PA,1.863,,11/6/08,11/3/11
B0058063,6G33--18C987--DA,G,B,R81PA,1.863,,11/6/08,11/3/11
B0058065,AD23-045G37-AA,G,B,Q98ZA,19.53,,11/6/08,11/9/09
B0058066,AD23-045H43-BA,G,B,Q98ZA,54.07,,11/6/08,11/9/09
B0058067,AD23-047A04-BA,G,B,Q98ZA,54.07,,11/6/08,11/9/09
B0058069,6G33--3084--AA,G,B,L2L7A,35.837,,11/6/08,2/1/10
B0058070,6G33--3091--AA,G,B,L2L7A,35.837,,11/6/08,2/1/10
B0058071,4G43-3084-BD,G,B,L2L7A,35.837,,11/6/08,2/1/10
B0058072,4G43-3091-BD,G,B,L2L7A,35.837,,11/6/08,2/1/10
B0058073,8D33-3084-AB,G,B,L2L7A,35.837,,11/6/08,2/2/10
B0058074,8D33-3091-AB,G,B,L2L7A,35.837,,11/6/08,2/2/10
B0058075,4G43-3A052-BE,G,B,L2L7A,50.787,,11/6/08,2/1/10
B0058076,4G43-3A053-BF,G,B,L2L7A,50.787,,11/6/08,2/1/10
B0058077,6G33--3A052--AC,G,B,L2L7A,50.276,,11/6/08,2/2/10
B0058099,GO9G33-10772-AC,G,B,DN0AB,38.4984,EUR,11/7/08,1/4/10
B0058100,GO9G33-10773-AC,G,B,DN0AB,38.7294,EUR,11/7/08,1/4/10
B0058105,4G43-13208-AB,G,B,D5F8A,1.7,,11/7/08,2/10/11
B0058138,9G33-114C00-AA,G,B,D5F8A,1.56,,11/10/08,2/10/11
B0058078,6G33--3A053--AC,G,B,L2L7A,50.276,,11/6/08,2/2/10
B0058079,8G33-3A052-AA,G,B,L2L7A,50.271,,11/6/08,2/3/10
B0058080,8G33-3A053-AA,G,B,L2L7A,50.271,,11/6/08,2/3/10
B0058081,6G33--3A052--BB,G,B,L2L7A,50.072,,11/6/08,2/2/10
B0058082,6G33--3A053--BB,G,B,L2L7A,50.072,,11/6/08,2/2/10
B0058083,8D33-3A052-AB,G,B,L2L7A,50.271,,11/6/08,2/3/10
B0058084,8D33-3A053-AB,G,B,L2L7A,50.271,,11/6/08,2/3/10
B0058085,4G43-5K742-BC,G,B,L2L7A,32.937,,11/6/08,2/1/10
B0058086,4G43-5K743-BC,G,B,L2L7A,32.937,,11/6/08,2/1/10
B0058087,6G33--5K742--AA,G,B,L2L7A,32.937,,11/6/08,2/26/15
B0058088,6G33--5K743--AA,G,B,L2L7A,32.937,,11/6/08,2/26/15
B0058089,8D33-5K742-AB,G,B,L2L7A,32.937,,11/6/08,2/26/15
B0058090,8D33-5K743-AB,G,B,L2L7A,32.937,,11/6/08,2/26/15
B0058091,4G43-5B530-BD,G,B,L2L7A,63.744,,11/6/08,2/1/10
B0058092,4G43-5B531-BD,G,B,L2L7A,63.744,,11/6/08,2/1/10
B0058143,8D33-V17N800-AC,G,B,ARS9A,29.05,,11/10/08,11/17/10
B0058144,6G33--17758--BD,G,B,ARS9A,31.86,,11/10/08,10/29/09
B0058160,8D33-18C961-AC,G,B,R81PA,3.619,,11/10/08,11/3/11
B0058093,6G33--5B530--AC,G,B,L2L7A,63.744,,11/6/08,2/2/10
B0058094,6G33--5B531--AC,G,B,L2L7A,63.744,,11/6/08,2/2/10
B0058095,8D33-600C14-AE,G,B,R082E,1021.2398,EUR,11/7/08,8/16/15
B0058174,P08G43-C103B44-AC,G,B,ARS9A,29.98,,11/10/08,10/29/09
B0058193,P09G33-5A355-AA,G,B,ECFRA,5.41,,11/11/08,8/16/15
B0058240,AD23-17C773-AA,G,B,LPVCA,2.81,,11/11/08,4/2/10
B0058241,AD23-17C772-AA,G,B,LPVCA,2.81,,11/11/08,4/2/10
B0058242,6G33--17626--AG,G,B,U9B6A,7.6,,11/11/08,8/16/15
B0058243,P09G33-5A356-AA,G,B,ECFRA,5.41,,11/11/08,8/16/15
B0058244,AD23-18W002-AA,G,B,B40FA,86.0786,EUR,11/11/08,8/16/15
B0058245,AD23-18B036-AA,G,B,B40FA,80.4109,EUR,11/11/08,8/16/15
B0058246,6G33--10A786--BC,G,B,R81PA,1.544,,11/11/08,11/18/10
B0058248,6G43-17D957-DB,G,B,1682B,129.61,,11/12/08,8/16/15
B0058249,6G43-17D957-CB,G,B,1682B,117.75,,11/12/08,8/16/15
B0058250,6G43-17D957-AC,G,B,1682B,105.31,,11/12/08,10/7/09
B0058251,6G43-17D957-BC,G,B,1682B,116.873,,11/12/08,9/7/09
B0058349,9G43-600M64-LAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058353,9G43-600M64-PAW,G,B,KWB4A,1678.49,,11/25/08,8/16/15
B0058354,9G43-600M64-QAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058252,4G43-7002-AD,G,B,C226A,2653.5016,EUR,11/12/08,6/17/15
B0058253,6G33--7002--AJ,G,B,C226A,2464.7807,EUR,11/12/08,6/17/15
B0058254,6G33--7002--BF,G,B,C226A,2299.5152,EUR,11/12/08,6/17/15
B0058255,4G43-7002-AC,G,B,C226A,2652.8505,EUR,11/12/08,6/17/15
B0058262,8D33-7002-AB,G,B,C226A,2652.8505,EUR,11/13/08,6/17/15
B0058304,7G43-L64216-AC,G,B,C8A9A,7.64,,11/18/08,10/30/09
B0058305,7G43-L64217-AC,G,B,C8A9A,7.64,,11/18/08,10/30/09
B0058309,8D33-407A74-AA,G,B,S3K0A,19.94,,11/19/08,8/7/12
B0058310,4G43-407A74-AC,G,B,S3K0A,16.54,,11/19/08,8/7/12
B0058316,9G33-17757-AB,G,B,ARS9A,156.65,,11/20/08,11/17/10
B0058330,AD23-10C310-AB,G,B,CBMPA,33.089,,11/21/08,11/4/14
B0058331,P07G33-111C94-AC,G,B,ARS9A,0.3,,11/24/08,11/17/10
B0058332,P07G33-111B20-AC,G,B,ARS9A,0.3,,11/24/08,11/17/10
B0058335,9G33-5R003-AC,G,B,C9S5A,245.928,,11/25/08,5/10/10
B0058341,9G43-600M64-DAW,G,B,KWB4A,1678.49,,11/25/08,8/16/15
B0058342,9G43-600M64-EAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058343,9G43-600M64-FAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058347,9G43-600M64-JAW,G,B,KWB4A,1690.79,,11/25/08,8/16/15
B0058348,9G43-600M64-KAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058355,9G43-600M64-RAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058359,9G43-600M64-VAW,G,B,KWB4A,1690.79,,11/25/08,8/16/15
B0058360,9G43-600M64-WAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058361,9G43-600M64-XAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058365,9G43-L600M64-DAW,G,B,KWB4A,1678.49,,11/25/08,8/16/15
B0058366,9G43-L600M64-EAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058367,9G43-L600M64-FAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058371,9G43-L600M64-JAW,G,B,KWB4A,1690.79,,11/25/08,8/16/15
B0058372,9G43-L600M64-KAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058373,9G43-L600M64-LAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058377,9G43-L600M64-PAW,G,B,KWB4A,1678.49,,11/25/08,8/16/15
B0058378,9G43-L600M64-QAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058379,9G43-L600M64-RAW,G,B,KWB4A,2783.49,,11/25/08,8/16/15
B0058382,9G43-L600M64-VAW,G,B,KWB4A,1690.79,,11/25/08,8/16/15
B0058383,9G43-L600M64-WAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058384,9G43-L600M64-XAW,G,B,KWB4A,2795.79,,11/25/08,8/16/15
B0058385,6G33--C42700--AG,G,B,V00QA,31.122,,11/25/08,8/16/15
B0058386,6G33--045A67--PA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058432,GO7G43-62570-BA,G,B,U9PLA,4.61,,11/25/08,10/6/10
B0058433,GO8G43-13058-BA,G,B,U9PLA,12.71,,11/25/08,10/6/10
B0058434,GO8G43-13059-HA,G,B,U9PLA,12.71,,11/25/08,9/10/10
B0058387,6G33--C42701--AG,G,B,V00QA,31.122,,11/25/08,8/16/15
B0058388,6G33--045A67--OA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058389,6G33--045A67--SA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058390,6G33--045A66--RA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058391,6G33--045A66--SA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058392,6G33--045A66--PA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058393,6G33--045A66--OA,G,B,BCMPA,57.083,,11/25/08,8/16/15
B0058406,6G33--043K78--BA,G,B,BCMPA,22.554,,11/25/08,11/9/09
B0058407,4G43-043K78-AC,G,B,BCMPA,29.52,,11/25/08,8/16/15
B0058408,9G43-043K78-AA,G,B,BCMPA,24.4972,,11/25/08,11/9/09
B0058409,6G33--04400--AC,G,B,BCMPA,59.403,,11/25/08,8/16/15
B0058410,6G33--04400--BC,G,B,BCMPA,59.403,,11/25/08,8/16/15
B0058411,8D33-04400-AA,G,B,BCMPA,62.093,,11/25/08,8/16/15
B0058414,4G43-18C491-AH,G,B,BCMPA,4.296,,11/25/08,8/16/15
B0058415,4G43-C046A26-ACW,G,B,BCMPA,5.3172,,11/25/08,11/18/09
B0058499,P08G43-L20414-AD,G,B,ECFRA,1.23,,11/27/08,8/28/09
B0058500,P08G43-L20415-AD,G,B,ECFRA,1.23,,11/27/08,8/28/09
B0058501,P08G43-11160-AC,G,B,ECFRA,1.74,,11/27/08,8/28/09
B0058416,4G43-11A665-AC,G,B,BCMPA,1.35,,11/25/08,8/16/15
B0058417,4G43-13D720-AA,G,B,BCMPA,1.002,,11/25/08,3/17/11
B0058418,4G43-C04606-AD,G,B,BCMPA,4.4046,,11/25/08,3/17/11
B0058419,4G43-C06157-AD,G,B,BCMPA,2.631,,11/25/08,3/17/11
B0058420,9G43-67482-AA,G,B,BCMPA,9.1691,,11/25/08,11/18/09
B0058421,6G33--310B08--BA,G,B,BCMPA,9.08,,11/25/08,11/18/09
B0058422,6G33--310B09--BA,G,B,BCMPA,9.08,,11/25/08,11/18/09
B0058423,9G43-310B08-AA,G,B,BCMPA,9.389,,11/25/08,11/18/09
B0058424,9G43-310B09-AA,G,B,BCMPA,9.389,,11/25/08,8/16/15
B0058425,6G33--L312A95--BB,G,B,BCMPA,12.985,,11/25/08,11/18/09
B0058426,6G33--L312A94--BB,G,B,BCMPA,12.985,,11/25/08,11/18/09
B0058427,9G43-L14502-AA,G,B,BCMPA,9.0744,,11/25/08,11/18/09
B0058428,9G43-L14503-AA,G,B,BCMPA,9.0744,,11/25/08,11/18/09
B0058429,8D33-13B477-ABW,G,B,BCMPA,7.6956,,11/25/08,3/17/11
B0058505,6G33--2675--AA,G,B,T3DWA,152.03,,11/27/08,10/14/09
B0058506,4G43-2675-AA,G,B,T3DWA,152.03,,11/27/08,10/14/09
B0058509,AD23-14A005-AB,G,B,CBMPA,291.81,,11/27/08,11/4/14
B0058430,8D33-C046A26-AB,G,B,BCMPA,5.48,,11/25/08,8/16/15
B0058431,9G43-045C76-ABW,G,B,CKC0A,261.31,,11/25/08,11/26/09
B0058435,6G33--C519A36--BL,G,B,P415X,90.701,,11/25/08,8/16/15
B0058436,6G33--C519A37--BL,G,B,P415X,90.701,,11/25/08,8/16/15
B0058440,9D33-19G219-CA,G,B,MQKCA,26.094,,11/26/08,2/14/11
B0058441,9D33-19G219-DA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058442,9D33-19G219-EA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058443,9D33-19G219-FA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058444,9D33-19G219-GA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058445,9D33-19G219-HA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058446,9D33-19G219-JA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058447,9D33-19G219-KA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058449,9D33-19G219-MA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058450,9D33-19G219-NA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058452,9D33-19G219-RA,G,B,MQKCA,26.094,,11/26/08,9/2/09
B0058510,AD23-14K103-AB,G,B,CBMPA,287.72,,11/27/08,11/4/14
B0058514,8D33-110824-AE,G,B,U9B6A,5.7404,,11/27/08,7/30/13
B0058522,GO6G33--C10026--AE,G,B,DN0AB,26.5748,EUR,11/28/08,1/4/10
B0058459,AD33-L41038-AB,G,B,DG6EA,51.165,EUR,11/26/08,8/15/12
B0058460,AD23-8C363-AA,G,B,LBEXA,15.18,,11/26/08,8/26/11
B0058475,9G33-19G219-AA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058476,9G33-19G219-BA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058477,9G33-19G219-CA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058478,9G33-19G219-DA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058479,9G33-19G219-EA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058480,9G33-19G219-FA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058481,9G33-19G219-GA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058482,9G33-19G219-HA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058483,9G33-19G219-JA,G,B,MQKCA,23.594,,11/26/08,2/14/11
B0058484,9G33-19G219-KA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058485,9G33-19G219-LA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058486,9G33-19G219-MA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058487,9G33-19G219-NA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058491,AD33-18B036-BB,G,B,B40FA,145.4908,EUR,11/26/08,1/7/10
B0058492,AD33-18W002-BB,G,B,B40FA,141.7426,EUR,11/26/08,8/26/09
B0058493,AD33-18W002-DB,G,B,B40FA,117.9029,EUR,11/26/08,8/16/15
B0058488,9G33-19G219-PA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058489,9G33-19G219-RA,G,B,MQKCA,23.594,,11/26/08,9/2/09
B0058494,9G43-130C62-AA,G,B,R81PA,3.358,,11/26/08,11/3/11
B0058523,GO6G33--C10027--AE,G,B,DN0AB,26.5748,EUR,11/28/08,1/4/10
B0058524,P06G33--C10026--AE,G,B,ECFRA,4.22,,11/28/08,8/28/09
B0058525,P06G33--C10027--AE,G,B,ECFRA,4.22,,11/28/08,8/28/09
B0058528,GO8G43-101C84-AB,G,B,DN0AB,20.6752,EUR,11/28/08,1/4/10
B0058529,P08G43-101C84-AB,G,B,ECFRA,0.8,,11/28/08,8/28/09
B0058536,P09G43-L10515-AB,G,B,ECFRA,1.14,,11/28/08,8/28/09
B0058537,8D33-110825-AE,G,B,U9B6A,5.7404,,12/1/08,1/28/13
B0058538,9G43-P8K141-AA,G,B,AXE7A,1.17,,12/1/08,8/16/15
B0058541,9G43-C66816-AA,G,B,AXE7A,0.26,,12/1/08,1/29/10
B0058571,AD33-L27747-AB,G,B,D1Z3A,0.958,,12/1/08,8/16/15
B0058574,AD33-L27746-AB,G,B,D1Z3A,0.958,,12/1/08,8/16/15
B0058577,AD33-L31180-AB,G,B,D1Z3A,1.284,,12/1/08,8/16/15
B0058579,AD33-L31181-AB,G,B,D1Z3A,1.284,,12/1/08,8/16/15
B0058588,9G43-L53985-AA,G,B,U8VAA,8.81,,12/1/08,2/9/11
B0058617,4G43-C046B80-AC,G,B,U8VAA,0.665,,12/4/08,6/30/10
B0058618,4G43-19E680-AD,G,B,U8VAA,0.687,,12/4/08,6/30/10
B0058640,4G43-427A21-AD,G,B,U8VAA,5.058,,12/4/08,6/30/10
B0058589,9G43-L53984-AA,G,B,U8VAA,8.81,,12/1/08,2/9/11
B0058593,4G43-17B389-AB,G,B,BCMPA,14.36,,12/2/08,8/16/15
B0058595,8D33-310B09-AA,G,B,BCMPA,8.53,,12/2/08,8/16/15
B0058596,8D33-310B08-AA,G,B,BCMPA,8.53,,12/2/08,8/16/15
B0058597,GO8G43-11160-AC,G,B,C8A9A,6.95,,12/2/08,5/7/10
B0058598,GO8G43-L20414-AD,G,B,C8A9A,8.63,,12/2/08,10/30/09
B0058599,GO8G43-L20415-AD,G,B,C8A9A,8.63,,12/2/08,10/30/09
B0058600,9G33-80899-AA,G,B,R8S1A,0.3275,,12/3/08,8/16/15
B0058605,6G33--RWGREEF--AA,G,B,T3DWA,347.99,,12/4/08,1/5/10
B0058606,4G43-RWGREEF-AA,G,B,T3DWA,362.21,,12/4/08,1/5/10
B0058607,AD23-15K877-AB,G,B,CBMPA,10.49,,12/4/08,8/16/15
B0058608,AD23-15B484-BB,G,B,CBMPA,19.89,,12/4/08,11/4/14
B0058609,6G33--76501B00--AK,G,B,C8P5H,2574.3847,EUR,12/4/08,1/13/10
B0058610,9G43-76501B00-BC,G,B,C8P5H,2090.0573,EUR,12/4/08,8/16/15
B0058611,9G43-76501B10-BC,G,B,C8P5H,2193.4934,EUR,12/4/08,8/16/15
B0058612,P08G43-L103B44-AC,G,B,ARS9A,28.97,,12/4/08,10/29/09
B0058613,4G43-F20571-AD,G,B,U8VAA,1.929,,12/4/08,6/30/10
B0058614,4G43-54237A04-AC,G,B,U8VAA,1.21,,12/4/08,6/30/10
B0058615,4G43-F20570-AD,G,B,U8VAA,1.929,,12/4/08,6/30/10
B0058619,4G43-19A070-CA,G,B,U8VAA,0.577,,12/4/08,6/30/10
B0058620,4G43-F29797-AD,G,B,U8VAA,10.442,,12/4/08,6/30/10
B0058621,4G43-F29796-AD,G,B,U8VAA,10.442,,12/4/08,6/30/10
B0058622,4G43-13520-AA,G,B,U8VAA,0.142,,12/4/08,7/1/10
B0058623,4G43-18K261-AB,G,B,U8VAA,0.621,,12/4/08,6/30/10
B0058624,4G43-L30255-AA,G,B,U8VAA,5.472,,12/4/08,6/30/10
B0058625,4G43-L30254-AA,G,B,U8VAA,5.472,,12/4/08,6/30/10
B0058626,4G43-13414-AA,G,B,U8VAA,4.338,,12/4/08,6/30/10
B0058627,4G43-13413-AA,G,B,U8VAA,4.338,,12/4/08,6/30/10
B0058628,6G33--F20556--AA,G,B,U8VAA,2.333,,12/4/08,6/30/10
B0058629,4G43-28630-AA,G,B,U8VAA,0.905,,12/4/08,6/30/10
B0058630,6G33--23314--AC,G,B,U8VAA,0.883,,12/4/08,6/30/10
B0058631,6G33--C43720--BC,G,B,U8VAA,7.161,,12/4/08,6/30/10
B0058632,4G43-L29731-AD,G,B,U8VAA,6.169,,12/4/08,6/30/10
B0058633,4G43-L29730-AD,G,B,U8VAA,6.169,,12/4/08,6/30/10
B0058634,6G33--C20920--BC,G,B,U8VAA,11.009,,12/4/08,6/30/10
B0058635,6G33--C20921--BC,G,B,U8VAA,11.009,,12/4/08,6/30/10
